Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Estimate; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - Median age (years),Percent; SEX AND AGE - Median age (years),Estimate; SEX AND AGE - 18 years and over,Percent; SEX AND AGE - 18 years and over,Estimate; SEX AND AGE - 65 years and over,Percent; SEX AND AGE - 65 years and over,Estimate; RACE - Total population,Percent; RACE - Total population,Estimate; RACE - Total population - Two or more races,Percent; RACE - Total population - Two or more races,Estimate; RACE - One race,Percent; RACE - One race,Estimate; RACE - Two or more races,Percent; RACE - Two or more races,Estimate; RACE - Race alone or in combination with one or more other races - Total population,Percent; RACE - Race alone or in combination with one or more other races - Total population,Estimate; RACE - Race alone or in combination with one or more other races - Total population - White,Percent; RACE - Race alone or in combination with one or more other races - Total population - White,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Percent; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Percent; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian,Percent; RACE - Race alone or in combination with one or more other races - Total population - Asian,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Percent; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Percent; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total housing units,Percent; HISPANIC OR LATINO AND RACE - Total housing units,"Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population","Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
8600000US10040,10040, 10040,46003,46003,3814,8.3,9274,20.2,6137,13.3,6107,13.3,2347,5.1,2446,5.3,3398,7.4,36.6,(X),38048,38048,6862,6862,46003,46003,2753,6,43250,94,2753,6,46003,46003,18618,40.5,6316,13.7,1049,2.3,1540,3.3,18,0,21780,47.3,46003,46003,32013,69.6,1701,3.7,2717,5.9,1099,2.4,26496,57.6,13990,30.4,17309,(X),28799,28799
8600000US10044,10044, 10044,11945,11945,815,6.8,2391,20,1754,14.7,1765,14.8,677,5.7,773,6.5,1262,10.6,41.5,(X),10453,10453,2261,2261,11945,11945,495,4.1,11450,95.9,495,4.1,11945,11945,6245,52.3,1701,14.2,51,0.4,3930,32.9,58,0.5,487,4.1,11945,11945,1619,13.6,72,0.6,524,4.4,145,1.2,878,7.4,10326,86.4,5429,(X),6204,6204
8600000US10065,10065, 10065,29565,29565,1475,5,6261,21.2,4634,15.7,3850,13,1533,5.2,1390,4.7,2753,9.3,40.3,(X),25441,25441,6204,6204,29565,29565,328,1.1,29237,98.9,328,1.1,29565,29565,26485,89.6,731,2.5,62,0.2,2461,8.3,2,0,161,0.5,29565,29565,1843,6.2,207,0.7,172,0.6,126,0.4,1338,4.5,27722,93.8,21614,(X),22059,22059
8600000US10069,10069, 10069,5195,5195,208,4,1211,23.3,1029,19.8,814,15.7,391,7.5,207,4,160,3.1,35.4,(X),4077,4077,200,200,5195,5195,211,4.1,4984,95.9,211,4.1,5195,5195,3813,73.4,209,4,35,0.7,1297,25,0,0,52,1,5195,5195,51,1,27,0.5,0,0,0,0,24,0.5,5144,99,3625,(X),3145,3145
8600000US10075,10075, 10075,22818,22818,927,4.1,3428,15,3626,15.9,2778,12.2,1232,5.4,1324,5.8,2928,12.8,42.6,(X),19099,19099,5434,5434,22818,22818,580,2.5,22238,97.5,580,2.5,22818,22818,20547,90,349,1.5,40,0.2,1214,5.3,12,0.1,1236,5.4,22818,22818,3202,14,99,0.4,229,1,29,0.1,2845,12.5,19616,86,12954,(X),16663,16663
8600000US10103,10103, 10103,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10110,10110, 10110,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10111,10111, 10111,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10112,10112, 10112,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10115,10115, 10115,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10119,10119, 10119,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10128,10128, 10128,62743,62743,2793,4.5,14936,23.8,8814,14,8353,13.3,3035,4.8,3724,5.9,5896,9.4,38.7,(X),53083,53083,11008,11008,62743,62743,2498,4,60245,96,2498,4,62743,62743,51878,82.7,3668,5.8,129,0.2,7520,12,14,0,2058,3.3,62743,62743,7867,12.5,660,1.1,2512,4,456,0.7,4239,6.8,54876,87.5,35160,(X),46572,46572
8600000US10152,10152, 10152,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10153,10153, 10153,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10154,10154, 10154,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10162,10162, 10162,1324,1324,0,0,96,7.3,259,19.6,159,12,100,7.6,37,2.8,165,12.5,43.6,(X),955,955,304,304,1324,1324,10,0.8,1314,99.2,10,0.8,1324,1324,1318,99.5,0,0,0,0,16,1.2,0,0,0,0,1324,1324,0,0,0,0,0,0,0,0,0,0,1324,100,709,(X),916,916
8600000US10165,10165, 10165,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10167,10167, 10167,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10168,10168, 10168,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10169,10169, 10169,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10170,10170, 10170,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10171,10171, 10171,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10172,10172, 10172,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10173,10173, 10173,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10174,10174, 10174,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10177,10177, 10177,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10199,10199, 10199,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10271,10271, 10271,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10278,10278, 10278,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10279,10279, 10279,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10280,10280, 10280,9820,9820,281,2.9,1924,19.6,2318,23.6,1467,14.9,519,5.3,446,4.5,618,6.3,38.2,(X),7853,7853,843,843,9820,9820,306,3.1,9514,96.9,306,3.1,9820,9820,7608,77.5,308,3.1,0,0,1944,19.8,44,0.4,239,2.4,9820,9820,856,8.7,67,0.7,275,2.8,65,0.7,449,4.6,8964,91.3,5347,(X),6330,6330
8600000US10282,10282, 10282,5644,5644,29,0.5,1077,19.1,1639,29,717,12.7,75,1.3,131,2.3,121,2.1,35.3,(X),3967,3967,299,299,5644,5644,265,4.7,5379,95.3,265,4.7,5644,5644,4610,81.7,151,2.7,0,0,1135,20.1,0,0,93,1.6,5644,5644,315,5.6,61,1.1,13,0.2,24,0.4,217,3.8,5329,94.4,2900,(X),3084,3084
8600000US10301,10301, 10301,39451,39451,3112,7.9,4765,12.1,5229,13.3,5327,13.5,2704,6.9,2444,6.2,3124,7.9,37.9,(X),30514,30514,5518,5518,39451,39451,2196,5.6,37255,94.4,2196,5.6,39451,39451,23628,59.9,12301,31.2,270,0.7,2576,6.5,98,0.2,2912,7.4,39451,39451,9589,24.3,2174,5.5,3671,9.3,251,0.6,3493,8.9,29862,75.7,16293,(X),26859,26859
8600000US10302,10302, 10302,18539,18539,1315,7.1,3307,17.8,2288,12.3,2651,14.3,1223,6.6,964,5.2,1109,6,33.6,(X),14351,14351,1929,1929,18539,18539,768,4.1,17771,95.9,768,4.1,18539,18539,12404,66.9,3727,20.1,182,1,1561,8.4,50,0.3,1457,7.9,18539,18539,7506,40.5,2540,13.7,2791,15.1,101,0.5,2074,11.2,11033,59.5,6807,(X),11921,11921
8600000US10303,10303, 10303,25804,25804,1907,7.4,3779,14.6,3409,13.2,3418,13.2,1644,6.4,1234,4.8,1496,5.8,31.9,(X),18507,18507,2308,2308,25804,25804,873,3.4,24931,96.6,873,3.4,25804,25804,11922,46.2,9897,38.4,267,1,2133,8.3,128,0.5,2537,9.8,25804,25804,9673,37.5,2026,7.9,5497,21.3,16,0.1,2134,8.3,16131,62.5,9240,(X),15638,15638
8600000US10304,10304, 10304,41884,41884,3129,7.5,5732,13.7,4889,11.7,5863,14,2754,6.6,2957,7.1,3587,8.6,38.3,(X),32419,32419,6140,6140,41884,41884,1118,2.7,40766,97.3,1118,2.7,41884,41884,22901,54.7,11833,28.3,615,1.5,4521,10.8,208,0.5,3355,8,41884,41884,10771,25.7,2773,6.6,4017,9.6,113,0.3,3868,9.2,31113,74.3,16178,(X),28022,28022
8600000US10305,10305, 10305,42311,42311,2540,6,5965,14.1,6118,14.5,5950,14.1,2903,6.9,2918,6.9,3435,8.1,39.5,(X),33281,33281,6118,6118,42311,42311,985,2.3,41326,97.7,985,2.3,42311,42311,32481,76.8,2834,6.7,745,1.8,5386,12.7,31,0.1,1893,4.5,42311,42311,7641,18.1,1891,4.5,3086,7.3,33,0.1,2631,6.2,34670,81.9,15903,(X),28549,28549
8600000US10306,10306, 10306,54021,54021,3186,5.9,7061,13.1,6352,11.8,7927,14.7,4408,8.2,3733,6.9,4945,9.2,42.9,(X),43242,43242,9424,9424,54021,54021,930,1.7,53091,98.3,930,1.7,54021,54021,47310,87.6,2078,3.8,105,0.2,3854,7.1,2,0,1652,3.1,54021,54021,7874,14.6,2007,3.7,3363,6.2,207,0.4,2297,4.3,46147,85.4,21566,(X),40192,40192
8600000US10307,10307, 10307,15528,15528,1018,6.6,1775,11.4,2395,15.4,2750,17.7,820,5.3,632,4.1,945,6.1,37.8,(X),11415,11415,1606,1606,15528,15528,52,0.3,15476,99.7,52,0.3,15528,15528,14788,95.2,53,0.3,53,0.3,478,3.1,0,0,208,1.3,15528,15528,1443,9.3,344,2.2,648,4.2,50,0.3,401,2.6,14085,90.7,5421,(X),10953,10953
8600000US10308,10308, 10308,30024,30024,1879,6.3,3786,12.6,3894,13,4798,16,2225,7.4,1801,6,3145,10.5,43,(X),24123,24123,5252,5252,30024,30024,214,0.7,29810,99.3,214,0.7,30024,30024,27984,93.2,405,1.3,102,0.3,1438,4.8,14,0,295,1,30024,30024,3306,11,737,2.5,1583,5.3,97,0.3,889,3,26718,89,11247,(X),22288,22288
8600000US10309,10309, 10309,33660,33660,2132,6.3,4363,13,4835,14.4,5101,15.2,2647,7.9,2165,6.4,2665,7.9,40.4,(X),26033,26033,4371,4371,33660,33660,226,0.7,33434,99.3,226,0.7,33660,33660,31345,93.1,430,1.3,214,0.6,1357,4,0,0,555,1.6,33660,33660,2683,8,86,0.3,1904,5.7,9,0,684,2,30977,92,11882,(X),24903,24903
8600000US10310,10310, 10310,23708,23708,1571,6.6,3094,13.1,3137,13.2,3354,14.1,1493,6.3,1508,6.4,1678,7.1,36.5,(X),17595,17595,2842,2842,23708,23708,1056,4.5,22652,95.5,1056,4.5,23708,23708,14816,62.5,5866,24.7,159,0.7,1802,7.6,20,0.1,2207,9.3,23708,23708,7309,30.8,2057,8.7,2781,11.7,126,0.5,2345,9.9,16399,69.2,9311,(X),15218,15218
8600000US10311,10311, 10311,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,(X),0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,(X),0,0
8600000US10312,10312, 10312,61058,61058,3522,5.8,7276,11.9,7976,13.1,8533,14,4692,7.7,4146,6.8,6764,11.1,42.1,(X),47800,47800,10478,10478,61058,61058,677,1.1,60381,98.9,677,1.1,61058,61058,56419,92.4,907,1.5,116,0.2,3851,6.3,55,0.1,407,0.7,61058,61058,6011,9.8,553,0.9,3253,5.3,183,0.3,2022,3.3,55047,90.2,22218,(X),46150,46150
8600000US10314,10314, 10314,89960,89960,5901,6.6,12009,13.3,10560,11.7,13239,14.7,6147,6.8,5745,6.4,9096,10.1,41.4,(X),71346,71346,15708,15708,89960,89960,1863,2.1,88097,97.9,1863,2.1,89960,89960,68625,76.3,4591,5.1,289,0.3,15302,17,164,0.2,2966,3.3,89960,89960,12734,14.2,1970,2.2,7158,8,393,0.4,3213,3.6,77226,85.8,33113,(X),65484,65484
8600000US10451,10451, 10451,48240,48240,3782,7.8,7046,14.6,6086,12.6,6270,13,2518,5.2,2205,4.6,3072,6.4,33.3,(X),35438,35438,5908,5908,48240,48240,1849,3.8,46391,96.2,1849,3.8,48240,48240,6856,14.2,20444,42.4,1035,2.1,1062,2.2,142,0.3,21077,43.7,48240,48240,27981,58,3125,6.5,9489,19.7,205,0.4,15162,31.4,20259,42,19631,(X),28460,28460
8600000US10452,10452, 10452,77983,77983,6710,8.6,13128,16.8,10271,13.2,9848,12.6,4366,5.6,3104,4,3752,4.8,31.1,(X),55459,55459,5915,5915,77983,77983,2997,3.8,74986,96.2,2997,3.8,77983,77983,11312,14.5,26540,34,608,0.8,1424,1.8,285,0.4,41206,52.8,77983,77983,54067,69.3,6569,8.4,10353,13.3,485,0.6,36660,47,23916,30.7,27018,(X),37242,37242
8600000US10453,10453, 10453,82232,82232,7552,9.2,13722,16.7,9938,12.1,10904,13.3,4601,5.6,3366,4.1,4471,5.4,30.1,(X),59327,59327,6496,6496,82232,82232,1929,2.3,80303,97.7,1929,2.3,82232,82232,8640,10.5,27415,33.3,913,1.1,1740,2.1,102,0.1,45461,55.3,82232,82232,56561,68.8,3471,4.2,11296,13.7,312,0.4,41482,50.4,25671,31.2,28714,(X),41833,41833
8600000US10454,10454, 10454,38654,38654,3722,9.6,5785,15,5259,13.6,4374,11.3,1781,4.6,1356,3.5,1688,4.4,29.4,(X),26841,26841,3236,3236,38654,38654,1269,3.3,37385,96.7,1269,3.3,38654,38654,5569,14.4,11967,31,437,1.1,412,1.1,57,0.1,21561,55.8,38654,38654,26881,69.5,5285,13.7,11878,30.7,284,0.7,9434,24.4,11773,30.5,13988,(X),20559,20559
8600000US10455,10455, 10455,42558,42558,3535,8.3,7508,17.6,5402,12.7,5210,12.2,2215,5.2,1815,4.3,2285,5.4,31.1,(X),30472,30472,3877,3877,42558,42558,1089,2.6,41469,97.4,1089,2.6,42558,42558,5484,12.9,13223,31.1,402,0.9,533,1.3,156,0.4,23877,56.1,42558,42558,31043,72.9,4504,10.6,12287,28.9,234,0.5,14018,32.9,11515,27.1,14863,(X),23113,23113
8600000US10456,10456, 10456,94667,94667,8224,8.7,14274,15.1,11622,12.3,11962,12.6,5411,5.7,4287,4.5,5158,5.4,30.5,(X),66909,66909,8202,8202,94667,94667,2777,2.9,91890,97.1,2777,2.9,94667,94667,10237,10.8,41775,44.1,1508,1.6,1527,1.6,397,0.4,42129,44.5,94667,94667,57047,60.3,3903,4.1,17433,18.4,832,0.9,34879,36.8,37620,39.7,31829,(X),50224,50224
8600000US10457,10457, 10457,75668,75668,6070,8,12072,16,9469,12.5,9218,12.2,4267,5.6,2484,3.3,3943,5.2,29.4,(X),52585,52585,6484,6484,75668,75668,2232,2.9,73436,97.1,2232,2.9,75668,75668,10850,14.3,31597,41.8,719,1,1384,1.8,325,0.4,33296,44,75668,75668,48066,63.5,3659,4.8,13200,17.4,286,0.4,30921,40.9,27602,36.5,25665,(X),36898,36898
8600000US10458,10458, 10458,85157,85157,9087,10.7,14651,17.2,10564,12.4,9530,11.2,3577,4.2,3740,4.4,4050,4.8,28.9,(X),61571,61571,6472,6472,85157,85157,3822,4.5,81335,95.5,3822,4.5,85157,85157,18660,21.9,19645,23.1,835,1,3064,3.6,216,0.3,47257,55.5,85157,85157,58883,69.1,9254,10.9,16082,18.9,659,0.8,32888,38.6,26274,30.9,28886,(X),43895,43895
8600000US10459,10459, 10459,48895,48895,4023,8.2,7822,16,6360,13,5974,12.2,2464,5,2104,4.3,2421,5,30.9,(X),35164,35164,4695,4695,48895,48895,1109,2.3,47786,97.7,1109,2.3,48895,48895,6433,13.2,17553,35.9,577,1.2,428,0.9,29,0.1,25122,51.4,48895,48895,33398,68.3,2712,5.5,13159,26.9,129,0.3,17398,35.6,15497,31.7,17625,(X),26854,26854
8600000US10460,10460, 10460,60772,60772,4859,8,10367,17.1,6776,11.1,8593,14.1,3092,5.1,2561,4.2,4124,6.8,31.6,(X),44286,44286,6427,6427,60772,60772,1820,3,58952,97,1820,3,60772,60772,9468,15.6,18892,31.1,405,0.7,998,1.6,253,0.4,32761,53.9,60772,60772,43277,71.2,2669,4.4,17180,28.3,339,0.6,23089,38,17495,28.8,21364,(X),34063,34063
8600000US10461,10461, 10461,51021,51021,3325,6.5,8736,17.1,7076,13.9,7237,14.2,3073,6,2701,5.3,3812,7.5,38.2,(X),40878,40878,8055,8055,51021,51021,1869,3.7,49152,96.3,1869,3.7,51021,51021,25863,50.7,5810,11.4,378,0.7,6335,12.4,114,0.2,14678,28.8,51021,51021,22873,44.8,1780,3.5,12185,23.9,309,0.6,8599,16.9,28148,55.2,20286,(X),34871,34871
8600000US10462,10462, 10462,79188,79188,5739,7.2,13503,17.1,11205,14.1,10629,13.4,5291,6.7,4186,5.3,5054,6.4,35.8,(X),61693,61693,9360,9360,79188,79188,3951,5,75237,95,3951,5,79188,79188,20571,26,24117,30.5,1250,1.6,11309,14.3,431,0.5,26030,32.9,79188,79188,37842,47.8,3988,5,18285,23.1,477,0.6,15092,19.1,41346,52.2,31105,(X),50190,50190
8600000US10463,10463, 10463,72863,72863,4582,6.3,11754,16.1,8931,12.3,9531,13.1,4113,5.6,4049,5.6,6923,9.5,38.8,(X),57602,57602,13374,13374,72863,72863,4012,5.5,68851,94.5,4012,5.5,72863,72863,34911,47.9,13491,18.5,1383,1.9,3010,4.1,120,0.2,24391,33.5,72863,72863,36587,50.2,2511,3.4,9272,12.7,632,0.9,24172,33.2,36276,49.8,30239,(X),49241,49241
8600000US10464,10464, 10464,4517,4517,279,6.2,621,13.7,441,9.8,764,16.9,162,3.6,312,6.9,693,15.3,44.8,(X),3655,3655,1005,1005,4517,4517,14,0.3,4503,99.7,14,0.3,4517,4517,3615,80,79,1.7,0,0,219,4.8,0,0,618,13.7,4517,4517,1259,27.9,298,6.6,657,14.5,0,0,304,6.7,3258,72.1,2142,(X),3542,3542
8600000US10465,10465, 10465,44269,44269,3364,7.6,5047,11.4,5737,13,6130,13.8,3175,7.2,3093,7,3992,9,41.7,(X),35842,35842,7813,7813,44269,44269,1405,3.2,42864,96.8,1405,3.2,44269,44269,27889,63,5929,13.4,244,0.6,1685,3.8,17,0,9984,22.6,44269,44269,18595,42,365,0.8,11309,25.5,259,0.6,6662,15,25674,58,16884,(X),33541,33541
8600000US10466,10466, 10466,73569,73569,6163,8.4,10156,13.8,9271,12.6,10739,14.6,4803,6.5,4378,6,5123,7,36.3,(X),56623,56623,8991,8991,73569,73569,1811,2.5,71758,97.5,1811,2.5,73569,73569,8193,11.1,54689,74.3,1211,1.6,2582,3.5,110,0.1,8791,11.9,73569,73569,16681,22.7,1524,2.1,7752,10.5,154,0.2,7251,9.9,56888,77.3,24926,(X),46424,46424
8600000US10467,10467, 10467,102718,102718,7594,7.4,17119,16.7,13666,13.3,12887,12.5,5450,5.3,5856,5.7,6616,6.4,33.9,(X),76946,76946,11829,11829,102718,102718,3974,3.9,98744,96.1,3974,3.9,102718,102718,24307,23.7,38671,37.6,1095,1.1,6921,6.7,473,0.5,35523,34.6,102718,102718,53713,52.3,9021,8.8,19302,18.8,719,0.7,24671,24,49005,47.7,38059,(X),57733,57733
8600000US10468,10468, 10468,77657,77657,6686,8.6,14015,18,9370,12.1,10263,13.2,4491,5.8,3171,4.1,4434,5.7,32,(X),57193,57193,7345,7345,77657,77657,3117,4,74540,96,3117,4,77657,77657,12332,15.9,18236,23.5,1050,1.4,3280,4.2,36,0,45939,59.2,77657,77657,57663,74.3,7240,9.3,12629,16.3,293,0.4,37501,48.3,19994,25.7,26969,(X),38557,38557
8600000US10469,10469, 10469,73008,73008,5672,7.8,9745,13.3,9003,12.3,10459,14.3,4676,6.4,4103,5.6,6073,8.3,39.3,(X),57390,57390,11841,11841,73008,73008,2022,2.8,70986,97.2,2022,2.8,73008,73008,14669,20.1,41514,56.9,1292,1.8,4926,6.7,205,0.3,12810,17.5,73008,73008,20217,27.7,1626,2.2,9469,13,336,0.5,8786,12,52791,72.3,23576,(X),48200,48200
8600000US10470,10470, 10470,14592,14592,902,6.2,2226,15.3,2018,13.8,2186,15,971,6.7,836,5.7,1169,8,41.3,(X),11980,11980,2635,2635,14592,14592,415,2.8,14177,97.2,415,2.8,14592,14592,7091,48.6,5370,36.8,53,0.4,716,4.9,15,0.1,1828,12.5,14592,14592,2908,19.9,204,1.4,1210,8.3,61,0.4,1433,9.8,11684,80.1,6355,(X),10027,10027
