Id,Id2,Geography,Estimate; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population,Estimate; SEX AND AGE - 20 to 24 years,Percent; SEX AND AGE - 20 to 24 years,Estimate; SEX AND AGE - 25 to 34 years,Percent; SEX AND AGE - 25 to 34 years,Estimate; SEX AND AGE - 35 to 44 years,Percent; SEX AND AGE - 35 to 44 years,Estimate; SEX AND AGE - 45 to 54 years,Percent; SEX AND AGE - 45 to 54 years,Estimate; SEX AND AGE - 55 to 59 years,Percent; SEX AND AGE - 55 to 59 years,Estimate; SEX AND AGE - 60 to 64 years,Percent; SEX AND AGE - 60 to 64 years,Estimate; SEX AND AGE - 65 to 74 years,Percent; SEX AND AGE - 65 to 74 years,Estimate; SEX AND AGE - Median age (years),Percent; SEX AND AGE - Median age (years),Estimate; SEX AND AGE - 18 years and over,Percent; SEX AND AGE - 18 years and over,Estimate; SEX AND AGE - 65 years and over,Percent; SEX AND AGE - 65 years and over,Estimate; RACE - Total population,Percent; RACE - Total population,Estimate; RACE - Total population - Two or more races,Percent; RACE - Total population - Two or more races,Estimate; RACE - One race,Percent; RACE - One race,Estimate; RACE - Two or more races,Percent; RACE - Two or more races,Estimate; RACE - Race alone or in combination with one or more other races - Total population,Percent; RACE - Race alone or in combination with one or more other races - Total population,Estimate; RACE - Race alone or in combination with one or more other races - Total population - White,Percent; RACE - Race alone or in combination with one or more other races - Total population - White,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Percent; RACE - Race alone or in combination with one or more other races - Total population - Black or African American,Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Percent; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian,Percent; RACE - Race alone or in combination with one or more other races - Total population - Asian,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Percent; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander,Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Percent; RACE - Race alone or in combination with one or more other races - Total population - Some other race,Estimate; HISPANIC OR LATINO AND RACE - Total population,Percent; HISPANIC OR LATINO AND RACE - Total population,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban,Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino,Estimate; HISPANIC OR LATINO AND RACE - Total housing units,Percent; HISPANIC OR LATINO AND RACE - Total housing units,"Estimate; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population","Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population"
8600000US14510,14510, 14510,4690,4690,241,5.1,569,12.1,612,13,545,11.6,469,10,292,6.2,563,12,41.3,(X),3692,3692,911,911,4690,4690,16,0.3,4674,99.7,16,0.3,4690,4690,4421,94.3,210,4.5,13,0.3,0,0,0,0,62,1.3,4690,4690,748,15.9,47,1,645,13.8,0,0,56,1.2,3942,84.1,2042,(X),3652,3652
8600000US14511,14511, 14511,601,601,15,2.5,210,34.9,13,2.2,57,9.5,23,3.8,40,6.7,30,5,31.7,(X),419,419,39,39,601,601,22,3.7,579,96.3,22,3.7,601,601,592,98.5,9,1.5,22,3.7,0,0,0,0,0,0,601,601,0,0,0,0,0,0,0,0,0,0,601,100,221,(X),419,419
8600000US14512,14512, 14512,4556,4556,216,4.7,405,8.9,427,9.4,807,17.7,390,8.6,386,8.5,647,14.2,49.8,(X),3727,3727,1020,1020,4556,4556,46,1,4510,99,46,1,4556,4556,4506,98.9,20,0.4,33,0.7,40,0.9,0,0,9,0.2,4556,4556,55,1.2,9,0.2,28,0.6,7,0.2,11,0.2,4501,98.8,2725,(X),3668,3668
8600000US14513,14513, 14513,13776,13776,924,6.7,1600,11.6,1339,9.7,2213,16.1,1091,7.9,1110,8.1,1483,10.8,45.4,(X),11174,11174,2558,2558,13776,13776,453,3.3,13323,96.7,453,3.3,13776,13776,12543,91,879,6.4,138,1,294,2.1,103,0.7,349,2.5,13776,13776,733,5.3,31,0.2,560,4.1,0,0,142,1,13043,94.7,6276,(X),11128,11128
8600000US14514,14514, 14514,6812,6812,521,7.6,461,6.8,1123,16.5,1121,16.5,435,6.4,309,4.5,528,7.8,42.1,(X),5244,5244,1105,1105,6812,6812,347,5.1,6465,94.9,347,5.1,6812,6812,6348,93.2,362,5.3,45,0.7,272,4,0,0,187,2.7,6812,6812,252,3.7,0,0,193,2.8,16,0.2,43,0.6,6560,96.3,2728,(X),5028,5028
8600000US14516,14516, 14516,2384,2384,151,6.3,174,7.3,269,11.3,318,13.3,267,11.2,109,4.6,318,13.3,48.7,(X),1932,1932,561,561,2384,2384,14,0.6,2370,99.4,14,0.6,2384,2384,2259,94.8,46,1.9,16,0.7,4,0.2,0,0,73,3.1,2384,2384,198,8.3,110,4.6,23,1,0,0,65,2.7,2186,91.7,1130,(X),1876,1876
8600000US14517,14517, 14517,2945,2945,124,4.2,277,9.4,380,12.9,435,14.8,188,6.4,191,6.5,413,14,46.3,(X),2369,2369,696,696,2945,2945,17,0.6,2928,99.4,17,0.6,2945,2945,2873,97.6,24,0.8,4,0.1,50,1.7,0,0,11,0.4,2945,2945,12,0.4,0,0,12,0.4,0,0,0,0,2933,99.6,1331,(X),2363,2363
8600000US14519,14519, 14519,11842,11842,737,6.2,1445,12.2,1273,10.7,2128,18,955,8.1,748,6.3,1333,11.3,44.4,(X),9478,9478,2028,2028,11842,11842,148,1.2,11694,98.8,148,1.2,11842,11842,11427,96.5,342,2.9,19,0.2,140,1.2,0,0,62,0.5,11842,11842,274,2.3,10,0.1,115,1,87,0.7,62,0.5,11568,97.7,5242,(X),9395,9395
8600000US14521,14521, 14521,2436,2436,150,6.2,332,13.6,184,7.6,324,13.3,172,7.1,175,7.2,198,8.1,37.2,(X),1800,1800,417,417,2436,2436,18,0.7,2418,99.3,18,0.7,2436,2436,2345,96.3,24,1,37,1.5,24,1,0,0,25,1,2436,2436,43,1.8,1,0,25,1,0,0,17,0.7,2393,98.2,1240,(X),1794,1794
8600000US14522,14522, 14522,9100,9100,440,4.8,1085,11.9,1072,11.8,1244,13.7,785,8.6,748,8.2,1121,12.3,44.7,(X),7217,7217,1716,1716,9100,9100,148,1.6,8952,98.4,148,1.6,9100,9100,8930,98.1,67,0.7,81,0.9,84,0.9,0,0,86,0.9,9100,9100,286,3.1,18,0.2,209,2.3,19,0.2,40,0.4,8814,96.9,4203,(X),7185,7185
8600000US14525,14525, 14525,2623,2623,159,6.1,313,11.9,273,10.4,465,17.7,233,8.9,210,8,186,7.1,41.8,(X),2053,2053,349,349,2623,2623,9,0.3,2614,99.7,9,0.3,2623,2623,2495,95.1,54,2.1,13,0.5,0,0,0,0,70,2.7,2623,2623,80,3,70,2.7,4,0.2,0,0,6,0.2,2543,97,1027,(X),2034,2034
8600000US14526,14526, 14526,20662,20662,716,3.5,1796,8.7,2485,12,3110,15.1,1589,7.7,1444,7,2154,10.4,44.3,(X),15436,15436,3988,3988,20662,20662,436,2.1,20226,97.9,436,2.1,20662,20662,19134,92.6,796,3.9,103,0.5,1060,5.1,2,0,49,0.2,20662,20662,765,3.7,203,1,325,1.6,16,0.1,221,1.1,19897,96.3,8589,(X),15183,15183
8600000US14527,14527, 14527,12979,12979,863,6.6,1447,11.1,1227,9.5,1627,12.5,897,6.9,1086,8.4,1355,10.4,43.6,(X),9976,9976,2625,2625,12979,12979,112,0.9,12867,99.1,112,0.9,12979,12979,12781,98.5,198,1.5,46,0.4,47,0.4,0,0,19,0.1,12979,12979,187,1.4,69,0.5,98,0.8,0,0,20,0.2,12792,98.6,7002,(X),9877,9877
8600000US14529,14529, 14529,149,149,28,18.8,0,0,0,0,48,32.2,0,0,24,16.1,0,0,48.8,(X),121,121,21,21,149,149,0,0,149,100,0,0,149,149,149,100,0,0,0,0,0,0,0,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0,149,100,47,(X),121,121
8600000US14530,14530, 14530,5304,5304,266,5,837,15.8,576,10.9,633,11.9,356,6.7,430,8.1,648,12.2,43.3,(X),4210,4210,1083,1083,5304,5304,126,2.4,5178,97.6,126,2.4,5304,5304,5149,97.1,124,2.3,20,0.4,40,0.8,14,0.3,97,1.8,5304,5304,211,4,171,3.2,40,0.8,0,0,0,0,5093,96,2732,(X),4071,4071
8600000US14532,14532, 14532,4538,4538,229,5,509,11.2,526,11.6,852,18.8,323,7.1,195,4.3,290,6.4,41.3,(X),3347,3347,601,601,4538,4538,18,0.4,4520,99.6,18,0.4,4538,4538,4525,99.7,19,0.4,4,0.1,8,0.2,0,0,0,0,4538,4538,0,0,0,0,0,0,0,0,0,0,4538,100,1897,(X),3342,3342
8600000US14533,14533, 14533,1837,1837,66,3.6,189,10.3,166,9,230,12.5,235,12.8,149,8.1,161,8.8,42.1,(X),1345,1345,256,256,1837,1837,19,1,1818,99,19,1,1837,1837,1820,99.1,19,1,0,0,17,0.9,0,0,0,0,1837,1837,12,0.7,2,0.1,10,0.5,0,0,0,0,1825,99.3,764,(X),1339,1339
8600000US14534,14534, 14534,31596,31596,1139,3.6,2247,7.1,3670,11.6,5030,15.9,2402,7.6,2577,8.2,3655,11.6,46.3,(X),24053,24053,6437,6437,31596,31596,509,1.6,31087,98.4,509,1.6,31596,31596,28315,89.6,622,2,45,0.1,2928,9.3,26,0.1,169,0.5,31596,31596,613,1.9,96,0.3,143,0.5,98,0.3,276,0.9,30983,98.1,12649,(X),23006,23006
8600000US14536,14536, 14536,556,556,34,6.1,59,10.6,75,13.5,84,15.1,44,7.9,43,7.7,69,12.4,43.7,(X),439,439,98,98,556,556,16,2.9,540,97.1,16,2.9,556,556,550,98.9,15,2.7,3,0.5,7,1.3,0,0,0,0,556,556,17,3.1,0,0,15,2.7,0,0,2,0.4,539,96.9,290,(X),438,438
8600000US14537,14537, 14537,134,134,12,9,39,29.1,8,6,18,13.4,9,6.7,0,0,0,0,30,(X),104,104,18,18,134,134,0,0,134,100,0,0,134,134,134,100,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0,0,0,134,100,55,(X),104,104
8600000US14539,14539, 14539,174,174,12,6.9,17,9.8,32,18.4,0,0,39,22.4,0,0,11,6.3,40.2,(X),132,132,28,28,174,174,23,13.2,151,86.8,23,13.2,174,174,174,100,0,0,23,13.2,0,0,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,174,100,59,(X),132,132
8600000US14541,14541, 14541,4398,4398,347,7.9,1011,23,642,14.6,635,14.4,295,6.7,213,4.8,312,7.1,35.7,(X),3710,3710,484,484,4398,4398,87,2,4311,98,87,2,4398,4398,3169,72.1,1139,25.9,49,1.1,8,0.2,0,0,120,2.7,4398,4398,448,10.2,35,0.8,315,7.2,0,0,98,2.2,3950,89.8,1315,(X),3652,3652
8600000US14542,14542, 14542,40,40,0,0,0,0,0,0,10,25,0,0,5,12.5,8,20,63,(X),35,35,20,20,40,40,0,0,40,100,0,0,40,40,40,100,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,40,100,20,(X),35,35
8600000US14543,14543, 14543,3285,3285,87,2.6,313,9.5,350,10.7,600,18.3,291,8.9,323,9.8,399,12.1,49.4,(X),2617,2617,592,592,3285,3285,17,0.5,3268,99.5,17,0.5,3285,3285,3171,96.5,98,3,11,0.3,7,0.2,0,0,26,0.8,3285,3285,222,6.8,11,0.3,169,5.1,0,0,42,1.3,3063,93.2,1273,(X),2580,2580
8600000US14544,14544, 14544,1963,1963,96,4.9,145,7.4,255,13,333,17,110,5.6,141,7.2,227,11.6,42.8,(X),1527,1527,347,347,1963,1963,49,2.5,1914,97.5,49,2.5,1963,1963,1946,99.1,15,0.8,47,2.4,7,0.4,0,0,0,0,1963,1963,53,2.7,16,0.8,27,1.4,0,0,10,0.5,1910,97.3,1263,(X),1524,1524
8600000US14545,14545, 14545,189,189,17,9,27,14.3,6,3.2,43,22.8,21,11.1,9,4.8,15,7.9,51.1,(X),160,160,37,37,189,189,14,7.4,175,92.6,14,7.4,189,189,163,86.2,30,15.9,10,5.3,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,189,100,91,(X),160,160
8600000US14546,14546, 14546,4529,4529,271,6,903,19.9,381,8.4,594,13.1,461,10.2,339,7.5,458,10.1,38,(X),3665,3665,667,667,4529,4529,66,1.5,4463,98.5,66,1.5,4529,4529,4176,92.2,356,7.9,16,0.4,47,1,0,0,0,0,4529,4529,178,3.9,0,0,147,3.2,8,0.2,23,0.5,4351,96.1,2028,(X),3642,3642
8600000US14548,14548, 14548,3791,3791,153,4,449,11.8,294,7.8,684,18,442,11.7,337,8.9,435,11.5,48.8,(X),3139,3139,680,680,3791,3791,30,0.8,3761,99.2,30,0.8,3791,3791,3754,99,34,0.9,33,0.9,0,0,0,0,0,0,3791,3791,0,0,0,0,0,0,0,0,0,0,3791,100,1740,(X),3133,3133
8600000US14549,14549, 14549,41,41,0,0,0,0,0,0,0,0,14,34.1,5,12.2,10,24.4,56.7,(X),33,33,14,14,41,41,0,0,41,100,0,0,41,41,41,100,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,41,100,39,(X),33,33
8600000US14550,14550, 14550,1745,1745,55,3.2,228,13.1,188,10.8,205,11.7,187,10.7,154,8.8,114,6.5,41.3,(X),1309,1309,270,270,1745,1745,31,1.8,1714,98.2,31,1.8,1745,1745,1693,97,36,2.1,25,1.4,18,1,0,0,4,0.2,1745,1745,27,1.5,22,1.3,0,0,0,0,5,0.3,1718,98.5,902,(X),1303,1303
8600000US14551,14551, 14551,5322,5322,366,6.9,534,10,548,10.3,864,16.2,300,5.6,420,7.9,587,11,44.4,(X),4169,4169,1053,1053,5322,5322,102,1.9,5220,98.1,102,1.9,5322,5322,4738,89,464,8.7,44,0.8,39,0.7,4,0.1,135,2.5,5322,5322,390,7.3,73,1.4,90,1.7,70,1.3,157,3,4932,92.7,2404,(X),4138,4138
8600000US14555,14555, 14555,1124,1124,39,3.5,82,7.3,97,8.6,136,12.1,66,5.9,99,8.8,250,22.2,53.4,(X),878,878,355,355,1124,1124,18,1.6,1106,98.4,18,1.6,1124,1124,1113,99,26,2.3,0,0,3,0.3,0,0,0,0,1124,1124,7,0.6,4,0.4,3,0.3,0,0,0,0,1117,99.4,1030,(X),874,874
8600000US14559,14559, 14559,18687,18687,1192,6.4,2210,11.8,2264,12.1,2964,15.9,1506,8.1,1126,6,1724,9.2,42,(X),14670,14670,2977,2977,18687,18687,192,1,18495,99,192,1,18687,18687,18326,98.1,332,1.8,38,0.2,79,0.4,57,0.3,47,0.3,18687,18687,1223,6.5,208,1.1,902,4.8,14,0.1,99,0.5,17464,93.5,7011,(X),14386,14386
8600000US14560,14560, 14560,2188,2188,89,4.1,294,13.4,220,10.1,340,15.5,237,10.8,168,7.7,231,10.6,45.4,(X),1734,1734,364,364,2188,2188,4,0.2,2184,99.8,4,0.2,2188,2188,2174,99.4,2,0.1,4,0.2,0,0,0,0,12,0.5,2188,2188,19,0.9,0,0,15,0.7,0,0,4,0.2,2169,99.1,1139,(X),1730,1730
8600000US14561,14561, 14561,2929,2929,177,6,366,12.5,306,10.4,501,17.1,254,8.7,279,9.5,211,7.2,41.9,(X),2303,2303,328,328,2929,2929,13,0.4,2916,99.6,13,0.4,2929,2929,2916,99.6,4,0.1,0,0,22,0.8,0,0,0,0,2929,2929,45,1.5,17,0.6,13,0.4,0,0,15,0.5,2884,98.5,1223,(X),2292,2292
8600000US14564,14564, 14564,14999,14999,629,4.2,1394,9.3,2163,14.4,2302,15.3,1114,7.4,898,6,1371,9.1,42.5,(X),11112,11112,2449,2449,14999,14999,216,1.4,14783,98.6,216,1.4,14999,14999,14472,96.5,256,1.7,79,0.5,350,2.3,23,0.2,58,0.4,14999,14999,80,0.5,34,0.2,30,0.2,8,0.1,8,0.1,14919,99.5,6121,(X),10930,10930
8600000US14568,14568, 14568,6009,6009,446,7.4,534,8.9,1079,18,993,16.5,411,6.8,299,5,379,6.3,38.5,(X),4482,4482,591,591,6009,6009,73,1.2,5936,98.8,73,1.2,6009,6009,5967,99.3,0,0,17,0.3,81,1.3,38,0.6,17,0.3,6009,6009,236,3.9,11,0.2,214,3.6,0,0,11,0.2,5773,96.1,2273,(X),4433,4433
8600000US14569,14569, 14569,5998,5998,356,5.9,706,11.8,777,13,1054,17.6,414,6.9,315,5.3,609,10.2,41.9,(X),4758,4758,1006,1006,5998,5998,175,2.9,5823,97.1,175,2.9,5998,5998,5854,97.6,196,3.3,26,0.4,48,0.8,0,0,49,0.8,5998,5998,116,1.9,11,0.2,15,0.3,0,0,90,1.5,5882,98.1,2929,(X),4709,4709
8600000US14571,14571, 14571,1061,1061,33,3.1,31,2.9,117,11,184,17.3,62,5.8,104,9.8,195,18.4,51,(X),874,874,309,309,1061,1061,0,0,1061,100,0,0,1061,1061,988,93.1,39,3.7,11,1,8,0.8,0,0,15,1.4,1061,1061,20,1.9,10,0.9,5,0.5,0,0,5,0.5,1041,98.1,745,(X),830,830
8600000US14572,14572, 14572,4964,4964,212,4.3,599,12.1,496,10,609,12.3,697,14,420,8.5,648,13.1,46.9,(X),3994,3994,856,856,4964,4964,108,2.2,4856,97.8,108,2.2,4964,4964,4905,98.8,86,1.7,77,1.6,2,0,0,0,4,0.1,4964,4964,30,0.6,16,0.3,14,0.3,0,0,0,0,4934,99.4,2609,(X),3987,3987
8600000US14580,14580, 14580,51917,51917,2830,5.5,5474,10.5,5815,11.2,7880,15.2,4583,8.8,3226,6.2,5319,10.2,44.7,(X),40890,40890,10094,10094,51917,51917,1643,3.2,50274,96.8,1643,3.2,51917,51917,48115,92.7,2321,4.5,666,1.3,2396,4.6,0,0,488,0.9,51917,51917,1639,3.2,413,0.8,1023,2,31,0.1,172,0.3,50278,96.8,21906,(X),39473,39473
8600000US14585,14585, 14585,83,83,0,0,0,0,6,7.2,10,12,5,6,17,20.5,29,34.9,67.6,(X),83,83,45,45,83,83,0,0,83,100,0,0,83,83,83,100,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,83,100,65,(X),83,83
8600000US14586,14586, 14586,11691,11691,1108,9.5,1297,11.1,1674,14.3,1587,13.6,744,6.4,590,5,858,7.3,34.8,(X),8699,8699,1236,1236,11691,11691,623,5.3,11068,94.7,623,5.3,11691,11691,9217,78.8,1442,12.3,434,3.7,1338,11.4,12,0.1,162,1.4,11691,11691,456,3.9,51,0.4,272,2.3,14,0.1,119,1,11235,96.1,4304,(X),7974,7974
8600000US14588,14588, 14588,707,707,81,11.5,224,31.7,209,29.6,97,13.7,36,5.1,5,0.7,27,3.8,36.4,(X),694,694,35,35,707,707,32,4.5,675,95.5,32,4.5,707,707,377,53.3,320,45.3,30,4.2,6,0.8,0,0,12,1.7,707,707,92,13,11,1.6,50,7.1,0,0,31,4.4,615,87,64,(X),683,683
8600000US14589,14589, 14589,7550,7550,440,5.8,812,10.8,716,9.5,1191,15.8,710,9.4,543,7.2,690,9.1,45.2,(X),5949,5949,1341,1341,7550,7550,135,1.8,7415,98.2,135,1.8,7550,7550,6998,92.7,408,5.4,35,0.5,17,0.2,36,0.5,191,2.5,7550,7550,524,6.9,378,5,92,1.2,0,0,54,0.7,7026,93.1,3363,(X),5839,5839
8600000US14590,14590, 14590,5244,5244,331,6.3,425,8.1,649,12.4,640,12.2,451,8.6,428,8.2,602,11.5,42.3,(X),4019,4019,937,937,5244,5244,111,2.1,5133,97.9,111,2.1,5244,5244,5022,95.8,210,4,55,1,64,1.2,0,0,15,0.3,5244,5244,128,2.4,94,1.8,8,0.2,0,0,26,0.5,5116,97.6,3251,(X),3958,3958
8600000US14591,14591, 14591,1519,1519,89,5.9,110,7.2,165,10.9,217,14.3,138,9.1,123,8.1,210,13.8,47.4,(X),1210,1210,338,338,1519,1519,13,0.9,1506,99.1,13,0.9,1519,1519,1496,98.5,34,2.2,0,0,0,0,0,0,2,0.1,1519,1519,2,0.1,0,0,0,0,0,0,2,0.1,1517,99.9,724,(X),1206,1206
8600000US14592,14592, 14592,207,207,0,0,39,18.8,27,13,23,11.1,11,5.3,83,40.1,10,4.8,56,(X),193,193,10,10,207,207,0,0,207,100,0,0,207,207,207,100,0,0,0,0,0,0,0,0,0,0,207,207,0,0,0,0,0,0,0,0,0,0,207,100,111,(X),193,193
8600000US14604,14604, 14604,1932,1932,204,10.6,596,30.8,117,6.1,230,11.9,112,5.8,207,10.7,384,19.9,44.5,(X),1918,1918,409,409,1932,1932,115,6,1817,94,115,6,1932,1932,1178,61,731,37.8,0,0,58,3,0,0,80,4.1,1932,1932,201,10.4,0,0,125,6.5,19,1,57,3,1731,89.6,1905,(X),1785,1785
8600000US14605,14605, 14605,13106,13106,1404,10.7,1802,13.7,1592,12.1,1438,11,553,4.2,540,4.1,551,4.2,26.7,(X),9041,9041,1039,1039,13106,13106,698,5.3,12408,94.7,698,5.3,13106,13106,4133,31.5,7521,57.4,388,3,494,3.8,48,0.4,1271,9.7,13106,13106,4548,34.7,95,0.7,3712,28.3,208,1.6,533,4.1,8558,65.3,5449,(X),8493,8493
8600000US14606,14606, 14606,27890,27890,2142,7.7,3843,13.8,3455,12.4,3479,12.5,1854,6.6,1590,5.7,2843,10.2,37.1,(X),21103,21103,4377,4377,27890,27890,1246,4.5,26644,95.5,1246,4.5,27890,27890,18569,66.6,7261,26,720,2.6,1631,5.8,32,0.1,1014,3.6,27890,27890,3799,13.6,21,0.1,3138,11.3,42,0.2,598,2.1,24091,86.4,12398,(X),19865,19865
8600000US14607,14607, 14607,16818,16818,2963,17.6,5575,33.1,1906,11.3,1846,11,795,4.7,870,5.2,866,5.1,30.7,(X),15768,15768,1538,1538,16818,16818,333,2,16485,98,333,2,16818,16818,14091,83.8,2173,12.9,159,0.9,619,3.7,71,0.4,189,1.1,16818,16818,817,4.9,128,0.8,370,2.2,103,0.6,216,1.3,16001,95.1,10303,(X),15078,15078
8600000US14608,14608, 14608,12340,12340,1174,9.5,2288,18.5,1665,13.5,1341,10.9,581,4.7,684,5.5,674,5.5,30,(X),8973,8973,952,952,12340,12340,344,2.8,11996,97.2,344,2.8,12340,12340,3254,26.4,7930,64.3,241,2,979,7.9,6,0,323,2.6,12340,12340,1183,9.6,49,0.4,1044,8.5,0,0,90,0.7,11157,90.4,6229,(X),7998,7998
8600000US14609,14609, 14609,42860,42860,2671,6.2,7376,17.2,5299,12.4,5866,13.7,2540,5.9,2254,5.3,2814,6.6,34.6,(X),31988,31988,5194,5194,42860,42860,2223,5.2,40637,94.8,2223,5.2,42860,42860,24950,58.2,16588,38.7,550,1.3,575,1.3,123,0.3,2536,5.9,42860,42860,7048,16.4,224,0.5,5130,12,742,1.7,952,2.2,35812,83.6,19648,(X),30720,30720
8600000US14610,14610, 14610,14031,14031,900,6.4,2791,19.9,1451,10.3,1827,13,961,6.8,991,7.1,1387,9.9,44.5,(X),12151,12151,3157,3157,14031,14031,475,3.4,13556,96.6,475,3.4,14031,14031,12708,90.6,934,6.7,232,1.7,441,3.1,9,0.1,261,1.9,14031,14031,829,5.9,132,0.9,292,2.1,9,0.1,396,2.8,13202,94.1,7494,(X),11578,11578
8600000US14611,14611, 14611,17169,17169,1621,9.4,2668,15.5,1733,10.1,1887,11,952,5.5,852,5,1304,7.6,29.9,(X),12143,12143,2095,2095,17169,17169,648,3.8,16521,96.2,648,3.8,17169,17169,5058,29.5,11859,69.1,424,2.5,136,0.8,0,0,531,3.1,17169,17169,1908,11.1,25,0.1,1534,8.9,83,0.5,266,1.5,15261,88.9,8085,(X),11837,11837
8600000US14612,14612, 14612,34118,34118,1436,4.2,4618,13.5,4027,11.8,4857,14.2,3299,9.7,2639,7.7,4314,12.6,46.1,(X),28005,28005,6720,6720,34118,34118,637,1.9,33481,98.1,637,1.9,34118,34118,30544,89.5,2242,6.6,136,0.4,905,2.7,21,0.1,933,2.7,34118,34118,2008,5.9,126,0.4,1287,3.8,235,0.7,360,1.1,32110,94.1,15890,(X),27562,27562
8600000US14613,14613, 14613,13380,13380,1011,7.6,1987,14.9,1824,13.6,1522,11.4,672,5,641,4.8,785,5.9,30,(X),9185,9185,1118,1118,13380,13380,920,6.9,12460,93.1,920,6.9,13380,13380,6188,46.2,6461,48.3,79,0.6,983,7.3,22,0.2,567,4.2,13380,13380,2916,21.8,101,0.8,2066,15.4,110,0.8,639,4.8,10464,78.2,6103,(X),8236,8236
8600000US14614,14614, 14614,1218,1218,220,18.1,462,37.9,185,15.2,156,12.8,43,3.5,24,2,0,0,29.2,(X),1176,1176,0,0,1218,1218,0,0,1218,100,0,0,1218,1218,413,33.9,787,64.6,0,0,0,0,0,0,18,1.5,1218,1218,175,14.4,0,0,137,11.2,12,1,26,2.1,1043,85.6,87,(X),1176,1176
8600000US14615,14615, 14615,16330,16330,905,5.5,2611,16,2518,15.4,2253,13.8,1144,7,960,5.9,1375,8.4,36.4,(X),12748,12748,1967,1967,16330,16330,633,3.9,15697,96.1,633,3.9,16330,16330,11429,70,4277,26.2,232,1.4,636,3.9,25,0.2,529,3.2,16330,16330,2141,13.1,62,0.4,1427,8.7,33,0.2,619,3.8,14189,86.9,7800,(X),12156,12156
8600000US14616,14616, 14616,27605,27605,1582,5.7,3970,14.4,3312,12,3886,14.1,1771,6.4,1941,7,2726,9.9,41.8,(X),21970,21970,5007,5007,27605,27605,772,2.8,26833,97.2,772,2.8,27605,27605,23687,85.8,2904,10.5,304,1.1,1010,3.7,20,0.1,580,2.1,27605,27605,1551,5.6,46,0.2,1282,4.6,86,0.3,137,0.5,26054,94.4,12893,(X),21429,21429
8600000US14617,14617, 14617,22832,22832,995,4.4,2473,10.8,2697,11.8,3269,14.3,1555,6.8,2162,9.5,2489,10.9,44.6,(X),17885,17885,4319,4319,22832,22832,431,1.9,22401,98.1,431,1.9,22832,22832,21347,93.5,1272,5.6,54,0.2,310,1.4,10,0,270,1.2,22832,22832,1379,6,380,1.7,721,3.2,65,0.3,213,0.9,21453,94,10123,(X),17459,17459
8600000US14618,14618, 14618,22955,22955,1651,7.2,2366,10.3,2223,9.7,3213,14,1136,4.9,1393,6.1,2210,9.6,40.4,(X),18480,18480,4516,4516,22955,22955,516,2.2,22439,97.8,516,2.2,22955,22955,19894,86.7,1191,5.2,116,0.5,2015,8.8,38,0.2,277,1.2,22955,22955,911,4,167,0.7,317,1.4,24,0.1,403,1.8,22044,96,8795,(X),17408,17408
