Id,Id2,Geography,Estimate; Total:,Estimate; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher
8600000US13039,13039, 13039,6641,5752,124,1074,2080,2474,889,46,350,242,251
8600000US13040,13040, 13040,1027,802,78,347,219,158,225,15,132,58,20
8600000US13041,13041, 13041,4214,3772,139,779,1125,1729,442,80,85,195,82
8600000US13042,13042, 13042,979,757,77,345,237,98,222,35,68,101,18
8600000US13044,13044, 13044,969,815,118,233,303,161,154,66,0,68,20
8600000US13045,13045, 13045,10738,6328,362,1669,1981,2316,4410,441,1505,1682,782
8600000US13051,13051, 13051,102,41,0,41,0,0,61,0,0,48,13
8600000US13052,13052, 13052,597,492,41,169,175,107,105,21,42,26,16
8600000US13053,13053, 13053,1798,1364,21,351,405,587,434,158,102,79,95
8600000US13054,13054, 13054,500,385,32,156,134,63,115,0,39,76,0
8600000US13057,13057, 13057,6113,4534,197,1265,1545,1527,1579,129,577,558,315
8600000US13060,13060, 13060,1131,1022,105,304,363,250,109,4,21,78,6
8600000US13061,13061, 13061,434,343,19,98,111,115,91,5,49,8,29
8600000US13062,13062, 13062,22,22,0,15,0,7,0,0,0,0,0
8600000US13063,13063, 13063,640,542,17,143,176,206,98,3,8,34,53
8600000US13064,13064, 13064,34,28,0,6,0,22,6,0,4,0,2
8600000US13066,13066, 13066,5165,3930,74,382,827,2647,1235,59,209,491,476
8600000US13068,13068, 13068,2204,1529,11,320,516,682,675,56,132,240,247
8600000US13069,13069, 13069,9262,6172,428,2326,2019,1399,3090,585,1325,920,260
8600000US13071,13071, 13071,353,276,19,86,96,75,77,4,27,23,23
8600000US13072,13072, 13072,250,223,49,98,63,13,27,11,12,4,0
8600000US13073,13073, 13073,2656,1952,97,658,690,507,704,68,193,276,167
8600000US13074,13074, 13074,1573,1251,104,614,370,163,322,62,112,141,7
8600000US13076,13076, 13076,930,908,108,512,172,116,22,0,22,0,0
8600000US13077,13077, 13077,2615,1770,150,479,584,557,845,44,224,320,257
8600000US13078,13078, 13078,3768,2940,57,489,666,1728,828,150,114,212,352
8600000US13080,13080, 13080,1363,1104,140,307,319,338,259,26,82,81,70
8600000US13081,13081, 13081,446,387,11,105,123,148,59,6,29,12,12
8600000US13082,13082, 13082,1763,1478,74,482,509,413,285,40,139,82,24
8600000US13083,13083, 13083,705,532,34,193,181,124,173,25,54,80,14
8600000US13084,13084, 13084,1645,1263,73,242,452,496,382,0,76,202,104
8600000US13087,13087, 13087,78,78,0,16,10,52,0,0,0,0,0
8600000US13088,13088, 13088,10282,6238,407,1578,2060,2193,4044,388,1135,1173,1348
8600000US13090,13090, 13090,12021,8733,232,1766,2669,4066,3288,246,827,1188,1027
8600000US13092,13092, 13092,973,846,68,257,307,214,127,31,51,26,19
8600000US13101,13101, 13101,909,677,49,246,225,157,232,25,99,96,12
8600000US13102,13102, 13102,10,10,0,10,0,0,0,0,0,0,0
8600000US13103,13103, 13103,128,94,0,30,22,42,34,13,0,21,0
8600000US13104,13104, 13104,5994,4818,44,539,915,3320,1176,53,211,436,476
8600000US13108,13108, 13108,2436,2025,25,505,623,872,411,15,126,178,92
8600000US13110,13110, 13110,949,853,56,175,355,267,96,15,31,19,31
8600000US13111,13111, 13111,617,575,98,272,132,73,42,0,27,7,8
8600000US13112,13112, 13112,698,668,30,228,226,184,30,0,30,0,0
8600000US13113,13113, 13113,89,66,1,17,30,18,23,0,12,11,0
8600000US13114,13114, 13114,2463,1939,233,579,722,405,524,53,276,152,43
8600000US13115,13115, 13115,96,81,0,40,26,15,15,0,11,0,4
8600000US13116,13116, 13116,1368,1046,11,291,323,421,322,12,31,196,83
8600000US13117,13117, 13117,97,74,10,36,27,1,23,5,7,11,0
8600000US13118,13118, 13118,2130,1689,159,666,513,351,441,86,159,160,36
8600000US13120,13120, 13120,803,720,61,138,315,206,83,21,12,50,0
8600000US13122,13122, 13122,452,337,14,69,162,92,115,0,85,30,0
8600000US13123,13123, 13123,101,101,16,68,17,0,0,0,0,0,0
8600000US13124,13124, 13124,39,34,0,24,8,2,5,0,3,2,0
8600000US13126,13126, 13126,13550,8975,759,2733,2645,2838,4575,781,1565,1455,774
8600000US13131,13131, 13131,1403,1186,126,456,373,231,217,54,107,51,5
8600000US13132,13132, 13132,1490,1293,82,511,391,309,197,49,119,11,18
8600000US13134,13134, 13134,56,41,28,0,7,6,15,3,9,0,3
8600000US13135,13135, 13135,2598,1717,166,450,651,450,881,101,282,451,47
8600000US13136,13136, 13136,186,148,9,77,44,18,38,2,19,15,2
8600000US13138,13138, 13138,0,0,0,0,0,0,0,0,0,0,0
8600000US13140,13140, 13140,1793,1485,196,682,444,163,308,52,140,93,23
8600000US13141,13141, 13141,250,180,6,68,58,48,70,2,34,27,7
8600000US13142,13142, 13142,2450,1722,175,648,606,293,728,106,271,241,110
8600000US13143,13143, 13143,1058,860,154,352,256,98,198,40,73,79,6
8600000US13144,13144, 13144,641,525,77,178,180,90,116,30,14,68,4
8600000US13145,13145, 13145,765,621,80,213,225,103,144,14,61,61,8
8600000US13146,13146, 13146,822,715,117,285,224,89,107,33,35,31,8
8600000US13147,13147, 13147,490,354,34,155,97,68,136,38,37,44,17
8600000US13148,13148, 13148,4495,3136,202,1092,931,911,1359,140,433,433,353
8600000US13152,13152, 13152,3566,2931,42,432,651,1806,635,0,72,311,252
8600000US13153,13153, 13153,155,100,12,50,22,16,55,0,33,22,0
8600000US13155,13155, 13155,291,223,17,81,80,45,68,3,28,34,3
8600000US13156,13156, 13156,866,729,68,220,275,166,137,14,47,54,22
8600000US13157,13157, 13157,282,207,10,81,60,56,75,21,20,24,10
8600000US13158,13158, 13158,619,446,25,163,167,91,173,50,63,36,24
8600000US13159,13159, 13159,1957,1580,82,334,488,676,377,50,89,143,95
8600000US13160,13160, 13160,776,573,54,147,186,186,203,9,51,116,27
8600000US13162,13162, 13162,140,120,0,79,14,27,20,0,20,0,0
8600000US13163,13163, 13163,147,122,14,13,63,32,25,9,7,9,0
8600000US13164,13164, 13164,808,730,51,146,177,356,78,0,47,31,0
8600000US13165,13165, 13165,4426,3056,278,1029,1130,619,1370,230,519,519,102
8600000US13166,13166, 13166,2169,1713,170,602,524,417,456,60,179,165,52
8600000US13167,13167, 13167,1310,1051,106,447,352,146,259,37,138,74,10
8600000US13202,13202, 13202,2432,106,22,18,8,58,2326,493,454,538,841
8600000US13203,13203, 13203,7136,2078,264,466,456,892,5058,1249,1193,1489,1127
8600000US13204,13204, 13204,7920,2274,347,666,779,482,5646,1281,1370,1575,1420
8600000US13205,13205, 13205,7265,2893,376,833,958,726,4372,1081,1266,1396,629
8600000US13206,13206, 13206,7753,3986,314,1162,1268,1242,3767,773,884,1435,675
8600000US13207,13207, 13207,5190,3205,279,685,1008,1233,1985,336,653,762,234
8600000US13208,13208, 13208,8502,3735,587,979,1286,883,4767,1396,1422,1334,615
8600000US13209,13209, 13209,5676,3946,193,1432,1248,1073,1730,288,506,710,226
8600000US13210,13210, 13210,8069,2322,100,277,393,1552,5747,642,1040,1938,2127
8600000US13211,13211, 13211,2610,1714,178,759,499,278,896,106,289,406,95
8600000US13212,13212, 13212,8599,6269,482,1788,2200,1799,2330,277,883,723,447
8600000US13214,13214, 13214,2961,2139,99,204,497,1339,822,86,91,233,412
8600000US13215,13215, 13215,5449,4479,144,545,1129,2661,970,45,185,336,404
8600000US13219,13219, 13219,6371,5171,240,1142,1937,1852,1200,55,339,541,265
8600000US13224,13224, 13224,3535,2236,111,389,474,1262,1299,246,217,444,392
8600000US13290,13290, 13290,0,0,0,0,0,0,0,0,0,0,0
8600000US13301,13301, 13301,42,42,0,16,9,17,0,0,0,0,0
8600000US13302,13302, 13302,633,536,93,271,122,50,97,28,52,14,3
8600000US13303,13303, 13303,482,418,31,201,78,108,64,0,26,3,35
8600000US13304,13304, 13304,646,530,11,107,233,179,116,14,21,55,26
8600000US13305,13305, 13305,128,98,0,40,33,25,30,30,0,0,0
8600000US13308,13308, 13308,1204,1049,102,453,329,165,155,62,43,50,0
8600000US13309,13309, 13309,2279,1782,88,783,543,368,497,76,218,184,19
8600000US13310,13310, 13310,197,187,0,67,83,37,10,0,10,0,0
8600000US13312,13312, 13312,187,161,0,32,74,55,26,14,6,0,6
8600000US13313,13313, 13313,192,128,28,43,49,8,64,2,31,22,9
8600000US13314,13314, 13314,170,170,38,77,25,30,0,0,0,0,0
8600000US13315,13315, 13315,524,477,33,212,167,65,47,12,30,5,0
8600000US13316,13316, 13316,2585,1794,155,759,534,346,791,89,383,270,49
8600000US13317,13317, 13317,1518,1014,88,380,284,262,504,61,186,235,22
8600000US13318,13318, 13318,462,426,20,240,95,71,36,8,9,15,4
8600000US13319,13319, 13319,292,135,12,28,75,20,157,24,25,51,57
8600000US13320,13320, 13320,858,697,59,236,190,212,161,18,76,28,39
8600000US13321,13321, 13321,516,262,25,68,121,48,254,0,73,133,48
8600000US13322,13322, 13322,432,303,13,108,85,97,129,8,66,10,45
8600000US13323,13323, 13323,4152,2994,106,658,991,1239,1158,39,270,303,546
8600000US13324,13324, 13324,903,789,63,323,221,182,114,20,60,26,8
8600000US13325,13325, 13325,416,373,14,194,126,39,43,7,21,9,6
8600000US13326,13326, 13326,2434,1760,39,390,392,939,674,55,130,207,282
8600000US13327,13327, 13327,744,575,78,250,143,104,169,41,85,33,10
8600000US13328,13328, 13328,555,468,21,150,135,162,87,6,51,25,5
8600000US13329,13329, 13329,1647,1224,191,423,406,204,423,39,201,171,12
8600000US13331,13331, 13331,87,87,0,24,20,43,0,0,0,0,0
8600000US13332,13332, 13332,1015,818,61,300,223,234,197,21,85,72,19
8600000US13333,13333, 13333,17,17,0,7,3,7,0,0,0,0,0
8600000US13334,13334, 13334,406,393,48,101,198,46,13,0,0,13,0
8600000US13335,13335, 13335,574,468,18,145,182,123,106,16,31,49,10
8600000US13337,13337, 13337,328,243,0,34,23,186,85,0,13,7,65
8600000US13338,13338, 13338,556,499,45,210,129,115,57,0,41,7,9
8600000US13339,13339, 13339,2442,1894,294,736,568,296,548,118,252,129,49
8600000US13340,13340, 13340,3203,2444,218,731,860,635,759,45,222,305,187
8600000US13341,13341, 13341,53,53,0,0,12,41,0,0,0,0,0
8600000US13342,13342, 13342,108,105,7,31,35,32,3,0,0,0,3
8600000US13343,13343, 13343,720,618,30,315,171,102,102,6,66,20,10
8600000US13345,13345, 13345,69,55,2,18,25,10,14,0,11,0,3
8600000US13346,13346, 13346,1742,1236,36,147,219,834,506,30,115,135,226
8600000US13348,13348, 13348,541,434,5,112,155,162,107,17,6,62,22
8600000US13350,13350, 13350,4189,2188,169,656,788,575,2001,306,606,785,304
8600000US13352,13352, 13352,38,38,0,27,11,0,0,0,0,0,0
8600000US13353,13353, 13353,9,5,0,2,3,0,4,0,0,4,0
8600000US13354,13354, 13354,1349,1218,55,347,437,379,131,6,30,67,28
8600000US13355,13355, 13355,300,201,0,76,62,63,99,0,38,54,7
8600000US13357,13357, 13357,4298,2912,114,925,1021,852,1386,178,555,530,123
8600000US13360,13360, 13360,41,38,2,14,6,16,3,0,2,1,0
8600000US13361,13361, 13361,297,277,21,135,58,63,20,0,3,0,17
8600000US13362,13362, 13362,75,59,6,12,17,24,16,0,16,0,0
8600000US13363,13363, 13363,886,763,61,275,253,174,123,47,28,40,8
8600000US13364,13364, 13364,63,52,0,15,32,5,11,0,0,0,11
8600000US13365,13365, 13365,3243,2315,232,754,773,556,928,123,406,299,100
8600000US13367,13367, 13367,3086,2350,148,995,636,571,736,155,264,151,166
8600000US13368,13368, 13368,481,372,32,181,82,77,109,15,53,32,9
8600000US13402,13402, 13402,789,668,61,320,164,123,121,0,87,31,3
8600000US13403,13403, 13403,1713,1390,53,198,439,700,323,5,126,70,122
8600000US13404,13404, 13404,77,77,6,52,15,4,0,0,0,0,0
8600000US13406,13406, 13406,282,257,22,137,43,55,25,6,0,19,0
8600000US13407,13407, 13407,2129,1506,129,611,464,302,623,83,326,130,84
8600000US13408,13408, 13408,952,820,148,214,246,212,132,12,71,23,26
8600000US13409,13409, 13409,938,778,77,348,230,123,160,9,69,70,12
8600000US13410,13410, 13410,101,80,19,21,31,9,21,7,11,3,0
8600000US13411,13411, 13411,1337,1094,171,445,282,196,243,55,102,59,27
8600000US13413,13413, 13413,6564,4861,193,932,1407,2329,1703,69,465,576,593
8600000US13415,13415, 13415,32,19,0,6,7,6,13,0,13,0,0
8600000US13416,13416, 13416,915,730,58,237,281,154,185,21,72,69,23
8600000US13417,13417, 13417,1650,685,4,227,197,257,965,47,385,411,122
8600000US13418,13418, 13418,100,80,0,55,13,12,20,10,0,7,3
8600000US13420,13420, 13420,528,430,11,108,211,100,98,0,7,70,21
8600000US13421,13421, 13421,5516,3361,149,1118,1155,939,2155,267,796,842,250
8600000US13424,13424, 13424,940,658,17,209,237,195,282,38,117,97,30
8600000US13425,13425, 13425,880,689,49,294,172,174,191,41,88,56,6
8600000US13428,13428, 13428,639,388,11,138,165,74,251,73,117,45,16
8600000US13431,13431, 13431,676,594,49,191,145,209,82,11,31,31,9
8600000US13433,13433, 13433,675,500,47,262,146,45,175,44,96,20,15
8600000US13435,13435, 13435,110,104,7,21,46,30,6,0,4,0,2
8600000US13436,13436, 13436,30,23,2,6,6,9,7,0,2,5,0
8600000US13437,13437, 13437,172,150,2,78,51,19,22,2,5,15,0
8600000US13438,13438, 13438,1421,1221,80,488,405,248,200,2,59,58,81
8600000US13439,13439, 13439,1563,1186,112,469,347,258,377,18,189,128,42
8600000US13440,13440, 13440,16678,10372,559,3034,3653,3126,6306,1158,2150,1913,1085
8600000US13441,13441, 13441,18,0,0,0,0,0,18,0,0,18,0
8600000US13450,13450, 13450,31,23,18,2,1,2,8,0,0,8,0
8600000US13452,13452, 13452,1784,1335,175,539,422,199,449,76,163,156,54
8600000US13454,13454, 13454,286,233,59,64,96,14,53,22,22,9,0
8600000US13456,13456, 13456,1594,1367,41,334,515,477,227,8,64,116,39
8600000US13459,13459, 13459,903,649,27,268,191,163,254,20,93,100,41
8600000US13460,13460, 13460,1850,1263,97,457,403,306,587,94,157,232,104
8600000US13461,13461, 13461,1277,999,24,183,425,367,278,8,98,109,63
8600000US13464,13464, 13464,570,449,45,224,105,75,121,34,42,36,9
8600000US13468,13468, 13468,156,110,10,25,32,43,46,0,29,3,14
8600000US13469,13469, 13469,364,327,0,124,158,45,37,0,0,0,37
8600000US13470,13470, 13470,332,322,36,131,98,57,10,2,8,0,0
8600000US13471,13471, 13471,1264,1035,103,472,306,154,229,31,125,61,12
8600000US13472,13472, 13472,32,32,0,32,0,0,0,0,0,0,0
8600000US13473,13473, 13473,243,224,6,116,69,33,19,0,7,6,6
8600000US13475,13475, 13475,13,3,0,0,3,0,10,0,0,7,3
8600000US13476,13476, 13476,1365,994,134,206,354,300,371,31,146,141,53
8600000US13477,13477, 13477,585,462,0,187,179,96,123,10,99,14,0
8600000US13478,13478, 13478,1195,935,31,351,381,172,260,16,104,103,37
8600000US13480,13480, 13480,1427,1012,85,318,322,287,415,39,170,141,65
8600000US13483,13483, 13483,103,72,8,49,15,0,31,7,22,2,0
8600000US13484,13484, 13484,58,58,0,0,45,13,0,0,0,0,0
8600000US13485,13485, 13485,441,384,46,173,115,50,57,0,32,25,0
8600000US13486,13486, 13486,365,284,30,103,97,54,81,10,20,30,21
8600000US13488,13488, 13488,55,43,3,17,15,8,12,0,7,0,5
8600000US13489,13489, 13489,246,209,13,86,82,28,37,4,8,23,2
8600000US13490,13490, 13490,656,486,9,213,151,113,170,0,0,170,0
8600000US13491,13491, 13491,1336,1050,94,364,346,246,286,35,121,95,35
8600000US13492,13492, 13492,5079,4021,137,1081,1352,1451,1058,73,315,484,186
8600000US13493,13493, 13493,663,552,97,243,155,57,111,21,51,39,0
8600000US13494,13494, 13494,104,99,2,27,43,27,5,0,2,0,3
8600000US13495,13495, 13495,850,577,43,172,235,127,273,17,107,67,82
8600000US13501,13501, 13501,14293,6711,800,1695,2061,2155,7582,2335,2171,2345,731
8600000US13502,13502, 13502,12814,7833,510,2182,3028,2113,4981,958,1395,1807,821
8600000US13601,13601, 13601,15212,7443,409,1899,3101,2034,7769,855,2467,3080,1367
8600000US13602,13602, 13602,114,0,0,0,0,0,114,0,35,51,28
8600000US13603,13603, 13603,3278,36,10,0,16,10,3242,113,983,1463,683
8600000US13605,13605, 13605,1774,1328,132,431,535,230,446,57,187,142,60
8600000US13606,13606, 13606,1111,768,109,270,223,166,343,2,148,126,67
8600000US13607,13607, 13607,707,446,42,134,101,169,261,12,105,101,43
8600000US13608,13608, 13608,554,431,52,187,151,41,123,32,45,27,19
8600000US13612,13612, 13612,887,559,24,100,246,189,328,30,37,199,62
8600000US13613,13613, 13613,1079,794,45,410,222,117,285,35,91,57,102
8600000US13614,13614, 13614,91,64,11,22,26,5,27,20,7,0,0
8600000US13615,13615, 13615,451,311,15,87,102,107,140,29,48,50,13
8600000US13616,13616, 13616,789,336,31,139,48,118,453,20,147,242,44
8600000US13617,13617, 13617,3524,2484,115,587,726,1056,1040,38,318,228,456
8600000US13618,13618, 13618,780,649,27,230,187,205,131,13,36,38,44
8600000US13619,13619, 13619,4175,2391,190,916,781,504,1784,171,656,710,247
8600000US13620,13620, 13620,739,546,42,284,174,46,193,28,105,52,8
8600000US13621,13621, 13621,215,179,30,68,45,36,36,2,3,8,23
8600000US13622,13622, 13622,890,706,69,227,252,158,184,35,48,62,39
8600000US13623,13623, 13623,10,6,0,3,0,3,4,4,0,0,0
8600000US13624,13624, 13624,2021,1503,28,491,516,468,518,46,225,149,98
8600000US13625,13625, 13625,791,697,30,208,218,241,94,19,44,31,0
8600000US13626,13626, 13626,939,654,57,348,161,88,285,37,88,133,27
8600000US13628,13628, 13628,79,52,3,15,20,14,27,3,3,15,6
8600000US13630,13630, 13630,513,444,66,190,107,81,69,25,15,14,15
8600000US13633,13633, 13633,122,98,14,33,32,19,24,10,0,11,3
8600000US13634,13634, 13634,1540,1293,77,368,573,275,247,32,85,121,9
8600000US13635,13635, 13635,413,290,27,115,105,43,123,21,57,30,15
8600000US13636,13636, 13636,121,77,2,37,29,9,44,10,10,10,14
8600000US13637,13637, 13637,1828,437,24,144,203,66,1391,110,133,701,447
8600000US13638,13638, 13638,145,120,0,80,24,16,25,0,12,13,0
8600000US13639,13639, 13639,106,83,7,57,19,0,23,0,23,0,0
8600000US13640,13640, 13640,196,189,0,67,26,96,7,0,0,0,7
8600000US13641,13641, 13641,34,34,4,5,25,0,0,0,0,0,0
8600000US13642,13642, 13642,3572,2448,234,978,805,431,1124,109,653,309,53
8600000US13643,13643, 13643,0,0,0,0,0,0,0,0,0,0,0
8600000US13646,13646, 13646,947,763,84,296,219,164,184,17,47,77,43
8600000US13647,13647, 13647,22,22,0,0,0,22,0,0,0,0,0
8600000US13648,13648, 13648,934,762,92,315,247,108,172,40,69,34,29
8600000US13650,13650, 13650,671,559,13,184,207,155,112,6,29,72,5
8600000US13651,13651, 13651,81,61,0,10,17,34,20,0,9,3,8
8600000US13652,13652, 13652,713,575,93,188,188,106,138,42,25,56,15
8600000US13654,13654, 13654,955,836,180,272,293,91,119,22,48,30,19
8600000US13655,13655, 13655,1247,920,97,293,325,205,327,31,169,75,52
8600000US13656,13656, 13656,962,867,67,354,320,126,95,14,52,29,0
8600000US13658,13658, 13658,824,688,78,261,256,93,136,26,14,71,25
8600000US13659,13659, 13659,197,172,18,77,55,22,25,0,20,5,0
8600000US13660,13660, 13660,651,488,29,168,169,122,163,18,79,33,33
8600000US13661,13661, 13661,518,450,27,162,124,137,68,0,30,20,18
8600000US13662,13662, 13662,7257,5197,375,1747,1594,1481,2060,309,696,653,402
8600000US13664,13664, 13664,139,112,10,32,48,22,27,0,8,6,13
8600000US13665,13665, 13665,323,252,32,89,125,6,71,30,41,0,0
8600000US13666,13666, 13666,99,81,10,52,13,6,18,11,5,0,2
8600000US13667,13667, 13667,1181,782,105,308,257,112,399,17,161,129,92
8600000US13668,13668, 13668,1546,1192,42,326,525,299,354,33,119,160,42
8600000US13669,13669, 13669,6143,4237,257,1386,1599,995,1906,395,589,671,251
8600000US13670,13670, 13670,198,169,36,80,37,16,29,6,20,3,0
8600000US13672,13672, 13672,337,225,16,72,50,87,112,5,53,30,24
8600000US13673,13673, 13673,933,568,43,259,139,127,365,45,120,133,67
8600000US13674,13674, 13674,40,16,0,16,0,0,24,24,0,0,0
8600000US13675,13675, 13675,54,54,7,0,26,21,0,0,0,0,0
8600000US13676,13676, 13676,5312,3223,116,808,855,1444,2089,194,485,651,759
8600000US13677,13677, 13677,25,15,0,0,15,0,10,0,10,0,0
8600000US13678,13678, 13678,96,51,0,22,29,0,45,7,38,0,0
8600000US13679,13679, 13679,752,635,100,218,226,91,117,24,47,42,4
8600000US13680,13680, 13680,514,448,90,113,165,80,66,12,21,30,3
8600000US13681,13681, 13681,300,277,43,115,57,62,23,7,12,4,0
8600000US13682,13682, 13682,304,265,26,101,88,50,39,4,10,22,3
8600000US13684,13684, 13684,426,386,28,140,113,105,40,3,15,18,4
8600000US13685,13685, 13685,1009,498,15,145,150,188,511,13,81,155,262
8600000US13687,13687, 13687,189,165,0,70,49,46,24,3,14,7,0
8600000US13690,13690, 13690,328,229,38,89,61,41,99,40,34,19,6
8600000US13691,13691, 13691,1086,776,67,263,326,120,310,37,121,135,17
8600000US13692,13692, 13692,31,31,0,9,8,14,0,0,0,0,0
8600000US13693,13693, 13693,196,172,36,62,50,24,24,11,13,0,0
8600000US13694,13694, 13694,624,451,29,152,170,100,173,11,62,54,46
8600000US13695,13695, 13695,52,52,0,9,24,19,0,0,0,0,0
8600000US13696,13696, 13696,27,15,0,15,0,0,12,0,0,12,0
8600000US13697,13697, 13697,814,702,79,290,226,107,112,19,19,9,65
8600000US13730,13730, 13730,1167,957,84,437,242,194,210,30,102,65,13
8600000US13731,13731, 13731,441,384,22,129,119,114,57,3,21,2,31
8600000US13732,13732, 13732,2946,2520,189,572,829,930,426,21,205,136,64
8600000US13733,13733, 13733,2170,1716,149,685,504,378,454,79,180,117,78
8600000US13734,13734, 13734,886,663,88,245,229,101,223,128,69,26,0
8600000US13736,13736, 13736,800,650,56,282,236,76,150,20,72,3,55
8600000US13739,13739, 13739,326,261,29,46,89,97,65,5,32,11,17
8600000US13740,13740, 13740,230,188,7,30,60,91,42,4,10,15,13
8600000US13743,13743, 13743,1337,1219,62,492,393,272,118,0,47,42,29
8600000US13744,13744, 13744,476,445,26,166,120,133,31,0,5,14,12
8600000US13746,13746, 13746,844,782,70,279,259,174,62,5,28,16,13
8600000US13748,13748, 13748,1379,1123,72,491,326,234,256,62,95,85,14
8600000US13750,13750, 13750,409,268,71,62,67,68,141,8,78,44,11
8600000US13751,13751, 13751,50,21,0,21,0,0,29,10,10,9,0
8600000US13752,13752, 13752,343,293,33,74,108,78,50,6,16,14,14
8600000US13753,13753, 13753,1780,1203,73,213,481,436,577,38,173,222,144
8600000US13754,13754, 13754,1434,1066,110,426,337,193,368,57,182,108,21
8600000US13755,13755, 13755,537,433,59,169,118,87,104,47,41,16,0
8600000US13756,13756, 13756,182,121,28,45,37,11,61,11,28,22,0
8600000US13757,13757, 13757,524,437,70,123,113,131,87,0,30,28,29
8600000US13760,13760, 13760,19116,12553,501,2761,4084,5207,6563,632,2023,2290,1618
8600000US13774,13774, 13774,60,43,0,34,9,0,17,0,8,9,0
8600000US13775,13775, 13775,735,608,44,166,198,200,127,6,41,75,5
8600000US13776,13776, 13776,216,170,13,52,30,75,46,0,15,26,5
8600000US13777,13777, 13777,144,134,7,56,58,13,10,0,10,0,0
8600000US13778,13778, 13778,2258,1736,88,493,675,480,522,33,190,222,77
8600000US13780,13780, 13780,401,354,40,123,128,63,47,38,9,0,0
8600000US13782,13782, 13782,294,250,31,56,98,65,44,9,16,4,15
8600000US13783,13783, 13783,1069,799,113,333,254,99,270,69,134,60,7
8600000US13784,13784, 13784,41,26,3,11,9,3,15,0,5,10,0
8600000US13786,13786, 13786,186,156,25,63,49,19,30,0,4,18,8
8600000US13787,13787, 13787,1377,920,145,343,224,208,457,242,119,96,0
8600000US13788,13788, 13788,420,284,21,85,77,101,136,24,58,23,31
8600000US13790,13790, 13790,7699,4499,218,1291,1626,1364,3200,478,1018,960,744
8600000US13794,13794, 13794,24,24,0,0,22,2,0,0,0,0,0
8600000US13795,13795, 13795,1470,929,60,370,339,160,541,48,146,275,72
8600000US13796,13796, 13796,602,501,25,144,148,184,101,22,29,42,8
8600000US13797,13797, 13797,764,674,87,318,189,80,90,15,36,30,9
8600000US13801,13801, 13801,633,541,74,247,136,84,92,13,35,27,17
8600000US13802,13802, 13802,235,230,23,55,95,57,5,0,5,0,0
8600000US13803,13803, 13803,1511,1213,68,482,483,180,298,51,121,101,25
8600000US13804,13804, 13804,175,128,32,49,27,20,47,0,26,16,5
8600000US13806,13806, 13806,121,86,14,13,59,0,35,11,3,19,2
8600000US13807,13807, 13807,514,402,37,108,145,112,112,26,36,30,20
8600000US13808,13808, 13808,570,450,28,173,101,148,120,2,57,40,21
8600000US13809,13809, 13809,703,557,61,211,215,70,146,24,29,48,45
8600000US13810,13810, 13810,497,412,21,167,99,125,85,0,30,38,17
8600000US13811,13811, 13811,1712,1412,74,580,408,350,300,13,109,125,53
8600000US13812,13812, 13812,962,817,94,352,248,123,145,6,37,58,44
8600000US13813,13813, 13813,183,183,17,78,41,47,0,0,0,0,0
8600000US13815,13815, 13815,5420,3502,388,1044,1183,887,1918,422,631,544,321
8600000US13820,13820, 13820,7508,4629,259,1067,1325,1978,2879,209,660,1232,778
8600000US13825,13825, 13825,1406,1160,78,404,316,362,246,35,86,78,47
8600000US13826,13826, 13826,13,13,0,0,13,0,0,0,0,0,0
8600000US13827,13827, 13827,5021,3544,224,1028,1140,1152,1477,244,559,330,344
8600000US13830,13830, 13830,2174,1741,98,768,517,358,433,58,216,106,53
8600000US13832,13832, 13832,231,212,34,71,87,20,19,0,8,11,0
8600000US13833,13833, 13833,1717,1511,298,404,628,181,206,25,151,21,9
8600000US13834,13834, 13834,64,16,0,8,0,8,48,0,0,21,27
8600000US13835,13835, 13835,520,418,45,181,109,83,102,3,55,44,0
8600000US13838,13838, 13838,1861,1033,142,431,216,244,828,123,439,200,66
8600000US13839,13839, 13839,479,446,50,233,97,66,33,0,29,0,4
8600000US13841,13841, 13841,224,167,19,66,52,30,57,0,32,25,0
8600000US13842,13842, 13842,161,152,9,47,52,44,9,0,0,9,0
8600000US13843,13843, 13843,861,762,60,235,299,168,99,26,39,23,11
8600000US13844,13844, 13844,300,245,30,117,77,21,55,13,25,9,8
8600000US13845,13845, 13845,0,0,0,0,0,0,0,0,0,0,0
8600000US13846,13846, 13846,145,138,0,41,21,76,7,0,0,7,0
8600000US13847,13847, 13847,22,16,0,0,12,4,6,0,0,6,0
8600000US13849,13849, 13849,1764,1494,239,455,487,313,270,33,120,100,17
8600000US13850,13850, 13850,8716,6752,131,1288,1996,3337,1964,53,293,800,818
8600000US13856,13856, 13856,2577,1818,191,737,448,442,759,160,415,94,90
8600000US13859,13859, 13859,114,95,0,84,11,0,19,0,0,9,10
8600000US13860,13860, 13860,26,16,0,10,6,0,10,0,0,0,10
8600000US13861,13861, 13861,116,102,24,12,23,43,14,0,0,0,14
8600000US13862,13862, 13862,1694,1366,98,575,388,305,328,61,132,86,49
