GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
8600000US10271,10271,ZCTA5 10271,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10278,10278,ZCTA5 10278,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10279,10279,ZCTA5 10279,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10280,10280,ZCTA5 10280,7517,472,71,67,136,82,618,205,3300,414,3392,397,6325,566,71,67,136,82,540,198,2931,427,2647,376,543,181,0,16,0,16,59,55,172,101,312,147,117,83,0,16,0,16,0,16,78,70,39,46,251,162,0,16,0,16,0,16,28,35,223,151,281,158,0,16,0,16,19,28,91,78,171,138
8600000US10282,10282,ZCTA5 10282,3938,324,67,51,291,175,263,125,1778,271,1539,282,2983,352,54,46,200,138,191,109,1337,279,1201,287,532,180,0,16,44,71,40,39,245,114,203,102,47,62,0,16,47,62,0,16,0,16,0,16,196,87,0,16,0,16,0,16,106,62,90,64,180,145,13,20,0,16,32,52,90,88,45,43
8600000US10301,10301,ZCTA5 10301,25987,974,3564,568,7072,572,5923,570,4942,421,4486,476,24132,972,3330,561,6486,525,5593,574,4489,401,4234,462,935,200,154,79,266,130,155,58,214,80,146,58,532,239,56,43,179,136,110,57,120,67,67,53,204,83,19,24,45,37,42,38,80,50,18,18,184,123,5,9,96,104,23,24,39,35,21,24
8600000US10302,10302,ZCTA5 10302,12362,646,2023,366,4155,449,3335,379,1966,352,883,223,11461,657,1857,348,3990,436,3045,346,1727,343,842,216,687,237,145,100,121,82,184,113,223,168,14,16,104,75,11,19,39,42,11,13,16,18,27,44,72,59,10,14,5,9,57,57,0,18,0,18,38,51,0,18,0,18,38,51,0,18,0,18
8600000US10303,10303,ZCTA5 10303,15792,617,2942,390,4576,417,4372,428,2583,349,1319,235,14990,621,2771,380,4371,398,4053,390,2498,354,1297,236,479,159,74,70,140,89,186,105,57,46,22,25,216,116,19,19,65,63,121,83,11,14,0,21,4,8,0,21,0,21,0,21,4,8,0,21,103,78,78,71,0,21,12,19,13,21,0,21
8600000US10304,10304,ZCTA5 10304,28335,1316,4659,602,9034,735,5766,616,5104,642,3772,457,26673,1296,4442,604,8502,738,5504,608,4588,598,3637,447,959,239,119,83,365,138,133,84,326,184,16,19,396,166,76,43,80,47,90,94,88,70,62,62,101,74,5,8,56,69,13,16,27,18,0,24,206,107,17,27,31,36,26,40,75,49,57,69
8600000US10305,10305,ZCTA5 10305,29972,1143,4313,546,8605,657,7439,663,5949,580,3666,388,27847,1104,3985,505,8180,654,6900,661,5532,555,3250,358,1143,313,167,137,264,128,356,135,204,89,152,92,647,222,141,79,114,58,111,63,142,89,139,93,176,79,0,24,0,24,72,52,15,14,89,64,159,67,20,31,47,32,0,24,56,39,36,33
8600000US10306,10306,ZCTA5 10306,38905,1122,3921,449,13360,785,9725,663,7112,584,4787,468,37185,1134,3781,458,12870,789,9266,662,6707,549,4561,453,1182,340,83,60,351,122,312,142,320,164,116,103,332,146,34,31,80,60,87,56,66,48,65,51,79,51,0,27,19,20,29,29,19,21,12,18,127,75,23,27,40,33,31,38,0,27,33,39
8600000US10307,10307,ZCTA5 10307,9978,575,822,242,2860,391,2658,341,2241,404,1397,276,9571,603,773,240,2769,394,2502,366,2184,409,1343,271,326,148,39,48,91,68,102,107,46,71,48,40,33,52,10,16,0,18,12,19,11,17,0,18,48,43,0,18,0,18,42,42,0,18,6,9,0,18,0,18,0,18,0,18,0,18,0,18
8600000US10308,10308,ZCTA5 10308,21756,947,1676,312,7378,584,5519,598,4298,525,2885,447,20277,883,1469,305,7002,543,5177,578,3944,460,2685,430,1025,353,187,109,248,119,245,164,277,213,68,56,281,164,14,23,105,82,41,45,47,49,74,82,94,57,6,11,0,24,36,45,10,15,42,47,79,72,0,24,23,26,20,34,20,23,16,28
8600000US10309,10309,ZCTA5 10309,23482,883,1758,399,7265,689,6674,652,4767,631,3018,413,21975,913,1654,384,7092,688,6134,597,4289,612,2806,373,892,416,0,24,159,93,411,288,248,249,74,88,393,331,47,54,14,24,116,140,103,110,113,124,185,140,57,67,0,24,13,20,115,120,0,24,37,41,0,24,0,24,0,24,12,17,25,39
8600000US10310,10310,ZCTA5 10310,15428,581,2191,287,4292,368,3887,338,2800,267,2258,273,14382,554,2096,283,3931,367,3611,314,2633,259,2111,269,623,186,40,59,243,109,167,81,101,49,72,44,253,126,39,37,63,49,72,62,45,33,34,39,120,59,7,11,50,41,37,40,14,18,12,16,50,38,9,20,5,7,0,21,7,10,29,29
8600000US10311,10311,ZCTA5 10311,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10312,10312,ZCTA5 10312,43101,953,3047,363,14018,834,11380,729,8989,783,5667,618,41025,1036,2881,344,13459,830,10816,757,8544,783,5325,608,1309,318,52,39,416,146,338,145,280,126,223,105,605,223,114,73,116,77,155,80,158,94,62,60,134,76,0,27,27,31,43,41,7,11,57,55,28,31,0,27,0,27,28,31,0,27,0,27
8600000US10314,10314,ZCTA5 10314,63408,1435,6124,556,20396,1138,16292,924,11869,684,8727,567,59917,1458,5648,502,19364,1139,15289,887,11472,699,8144,556,2132,401,191,97,617,168,725,226,252,94,347,139,910,203,193,96,308,120,155,100,106,70,148,86,304,144,68,76,84,88,84,75,19,22,49,48,145,72,24,26,23,32,39,35,20,19,39,36
8600000US10451,10451,ZCTA5 10451,30033,971,9078,702,7909,687,7378,697,3841,506,1827,380,28096,983,8564,699,7386,677,6982,682,3466,481,1698,356,1044,228,367,118,328,140,230,93,96,74,23,24,605,216,79,93,136,94,111,81,173,84,106,88,80,63,0,24,37,40,24,32,19,28,0,24,208,124,68,57,22,21,31,37,87,66,0,24
8600000US10452,10452,ZCTA5 10452,46632,1319,16501,1068,12333,985,11335,818,4944,576,1519,282,43922,1344,15611,1111,11481,972,10842,777,4620,579,1368,279,1310,292,473,152,429,147,223,115,90,83,95,77,772,240,184,108,278,137,174,139,85,78,51,39,152,111,0,27,56,54,83,95,13,24,0,27,476,197,233,146,89,62,13,21,136,115,5,9
8600000US10453,10453,ZCTA5 10453,49027,1675,16453,1043,13960,925,12127,750,4807,593,1680,294,45603,1654,15371,1036,12914,918,11317,709,4489,573,1512,260,1893,359,661,206,647,207,336,104,151,87,98,75,807,215,261,97,176,82,256,106,114,77,0,27,224,105,27,37,94,66,54,49,12,14,37,35,500,174,133,87,129,69,164,133,41,44,33,38
8600000US10454,10454,ZCTA5 10454,21791,955,9220,744,6155,601,4435,447,1474,290,507,155,19927,932,8405,736,5642,583,4160,439,1236,251,484,147,1282,352,624,215,318,140,174,90,144,93,22,25,474,156,113,84,184,95,96,54,80,65,1,3,48,42,24,32,5,9,5,10,14,21,0,24,60,69,54,68,6,15,0,24,0,24,0,24
8600000US10455,10455,ZCTA5 10455,26027,1317,10675,833,7112,705,5413,503,2182,387,645,182,24088,1313,9914,787,6550,690,5056,480,1970,362,598,180,993,254,427,159,275,148,182,80,80,56,29,33,711,250,277,145,188,105,128,68,100,73,18,18,126,92,20,28,84,83,22,22,0,24,0,24,109,69,37,41,15,22,25,27,32,37,0,24
8600000US10456,10456,ZCTA5 10456,55758,1822,19828,1240,15133,996,13736,993,5357,583,1704,320,50377,1448,17657,1111,13846,917,12521,938,4790,528,1563,309,3456,849,1503,571,925,323,766,208,230,108,32,50,1104,265,376,151,166,91,304,116,172,102,86,67,229,101,18,28,78,58,93,59,17,20,23,25,592,216,274,157,118,74,52,57,148,104,0,27
8600000US10457,10457,ZCTA5 10457,43994,1223,15677,938,11906,738,10771,799,3680,488,1960,357,39536,1230,14151,887,10736,719,9598,760,3278,454,1773,339,2611,455,1004,245,699,220,627,183,212,97,69,54,885,242,188,83,241,140,288,129,133,73,35,30,365,182,55,52,104,89,114,84,42,79,50,36,597,198,279,136,126,87,144,144,15,18,33,32
8600000US10458,10458,ZCTA5 10458,48534,1614,15818,902,13973,963,11711,870,4862,553,2170,326,43399,1618,14354,875,12653,875,10457,868,4178,549,1757,284,3007,570,876,252,752,220,877,268,332,154,170,132,1024,375,279,235,233,124,331,154,152,78,29,35,294,135,15,17,146,110,17,27,45,34,71,58,810,360,294,200,189,124,29,34,155,111,143,179
8600000US10459,10459,ZCTA5 10459,29419,1076,10932,780,8422,632,6642,500,2621,348,802,188,26878,1053,9997,746,7678,610,5962,497,2488,336,753,179,1585,450,552,176,505,208,428,240,82,72,18,25,480,189,158,85,109,61,162,116,28,34,23,26,203,94,49,33,63,58,60,48,23,30,8,17,273,113,176,72,67,59,30,48,0,24,0,24
8600000US10460,10460,ZCTA5 10460,37816,1170,14237,1017,9608,793,9184,716,3670,534,1117,232,34253,1288,12838,1040,8669,818,8374,717,3299,506,1073,231,2450,415,1024,254,668,198,554,180,194,99,10,11,451,189,146,111,118,82,50,42,108,81,29,47,283,157,125,130,64,42,86,64,8,13,0,27,379,169,104,79,89,94,120,81,61,53,5,7
8600000US10461,10461,ZCTA5 10461,36878,1150,7349,669,10555,828,9006,762,5939,502,4029,458,32274,1131,6432,602,9538,755,7731,651,5315,506,3258,390,2829,551,623,261,797,261,881,295,224,105,304,112,637,192,44,34,80,53,218,104,137,82,158,95,505,229,100,100,50,48,72,74,110,66,173,148,633,234,150,84,90,106,104,99,153,102,136,73
8600000US10462,10462,ZCTA5 10462,54174,1199,11696,735,15477,941,13711,966,8119,804,5171,561,49212,1291,10589,721,13989,870,12573,964,7348,794,4713,530,2927,553,518,184,1053,264,834,273,339,162,183,110,824,288,187,127,170,116,141,116,259,130,67,41,467,191,95,83,114,104,40,44,80,77,138,103,744,277,307,145,151,93,123,101,93,75,70,46
8600000US10463,10463,ZCTA5 10463,51752,1746,9503,860,10289,900,11523,953,10568,707,9869,662,45923,1755,8432,765,9209,875,10396,923,9139,621,8747,651,3078,582,609,260,602,174,592,224,763,234,512,227,1946,330,182,117,294,107,375,121,564,181,531,180,399,138,54,40,134,88,75,76,67,49,69,43,406,172,226,165,50,50,85,68,35,38,10,15
8600000US10464,10464,ZCTA5 10464,3305,368,265,125,897,282,919,247,581,164,643,180,2840,389,192,105,833,278,687,179,520,152,608,183,343,223,73,66,64,80,206,198,0,11,0,11,75,68,0,11,0,11,26,39,14,23,35,41,47,66,0,11,0,11,0,11,47,66,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10465,10465,ZCTA5 10465,30995,888,5217,711,9352,595,8470,517,4563,455,3393,374,28997,821,4906,677,8781,541,7765,524,4266,425,3279,360,1374,351,259,122,327,132,513,240,223,126,52,36,320,172,35,38,131,90,64,48,71,96,19,22,213,99,4,9,47,27,128,73,0,24,34,44,91,79,13,15,66,76,0,24,3,5,9,17
8600000US10466,10466,ZCTA5 10466,48338,1386,10048,840,14616,908,12729,895,7637,686,3308,453,43637,1326,9028,805,13365,860,11245,837,6955,671,3044,453,2863,480,521,166,908,239,992,239,355,139,87,64,935,345,165,89,196,126,320,134,180,121,74,61,269,125,49,44,51,54,33,51,70,65,66,52,634,224,285,136,96,71,139,134,77,68,37,61
8600000US10467,10467,ZCTA5 10467,66807,1871,17609,1315,20234,1235,16393,1021,8622,638,3949,462,59527,1856,16217,1260,17869,1102,14432,1036,7613,624,3396,416,4399,640,833,212,1473,369,1261,251,699,213,133,75,1471,368,282,167,429,186,366,196,178,91,216,102,555,234,33,34,183,147,170,137,64,75,105,74,855,280,244,122,280,180,164,88,68,55,99,67
8600000US10468,10468,ZCTA5 10468,48655,1738,15691,1269,14105,1085,10947,790,5660,484,2252,407,44089,1702,14266,1232,12750,1048,10020,764,5008,438,2045,387,2878,507,916,366,795,199,689,210,334,145,144,91,997,316,285,121,270,119,197,122,204,111,41,37,177,86,24,21,104,72,8,14,19,30,22,33,514,266,200,118,186,144,33,37,95,76,0,27
8600000US10469,10469,ZCTA5 10469,49827,1365,10040,883,13905,940,13442,773,7567,677,4873,595,46115,1323,9181,823,12781,889,12519,740,7157,671,4477,613,2286,365,643,226,703,280,484,148,269,106,187,113,760,226,155,88,164,82,289,169,48,28,104,62,315,109,25,25,120,83,101,65,38,43,31,32,351,168,36,41,137,83,49,57,55,58,74,111
8600000US10470,10470,ZCTA5 10470,10872,619,2154,282,3208,358,2311,271,2014,290,1185,192,9680,597,1974,296,2921,351,1985,263,1744,247,1056,192,459,163,68,50,139,63,167,96,46,40,39,35,596,188,106,96,137,95,137,109,160,104,56,38,70,37,0,18,11,17,22,20,20,16,17,18,67,58,6,11,0,18,0,18,44,46,17,21
8600000US10471,10471,ZCTA5 10471,15702,847,1176,208,2638,390,3269,372,3698,421,4921,428,14123,828,1086,202,2449,359,2966,342,3309,410,4313,397,384,121,35,32,108,63,91,55,84,54,66,43,724,220,24,25,55,45,123,76,279,138,243,93,310,155,31,37,3,7,79,81,22,27,175,101,161,98,0,21,23,30,10,15,4,6,124,90
8600000US10472,10472,ZCTA5 10472,42321,1293,16137,1003,11788,851,9518,734,3638,487,1240,241,39079,1343,15303,1038,10686,786,8569,695,3392,472,1129,234,2098,407,531,213,731,223,676,201,124,59,36,49,600,210,126,77,232,108,107,75,122,74,13,16,205,95,73,59,67,53,65,54,0,27,0,27,339,167,104,91,72,63,101,84,0,27,62,76
8600000US10473,10473,ZCTA5 10473,40211,1298,10011,859,11821,826,11400,838,4833,620,2146,340,38811,1308,9543,818,11505,810,11088,858,4653,609,2022,327,834,244,364,170,196,129,173,107,68,50,33,28,243,105,33,30,76,57,56,42,31,36,47,53,200,168,8,13,28,27,83,126,44,56,37,42,123,76,63,49,16,19,0,27,37,43,7,11
8600000US10474,10474,ZCTA5 10474,7355,589,2722,354,1863,278,1956,311,658,180,156,71,6344,507,2300,351,1612,268,1706,277,600,169,126,58,592,192,218,94,170,84,196,100,8,14,0,18,337,154,182,112,67,31,41,43,40,46,7,14,42,46,22,28,10,18,0,18,10,18,0,18,40,44,0,18,4,10,13,16,0,18,23,38
8600000US10475,10475,ZCTA5 10475,32261,1817,4782,1039,9097,1068,10067,1279,5239,872,3076,589,29879,1769,4400,947,8067,1018,9505,1162,4922,860,2985,575,1336,857,40,51,522,480,513,367,170,145,91,86,728,687,292,349,263,307,26,42,147,213,0,24,88,99,50,81,15,22,23,52,0,24,0,24,230,289,0,24,230,289,0,24,0,24,0,24
8600000US10501,10501,ZCTA5 10501,885,134,54,28,196,61,209,60,280,85,146,62,885,134,54,28,196,61,209,60,280,85,146,62,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10502,10502,ZCTA5 10502,3918,199,141,89,510,149,662,137,1084,183,1521,184,3764,221,134,88,473,132,626,132,1026,186,1505,184,107,78,7,12,0,16,26,29,58,64,16,25,0,16,0,16,0,16,0,16,0,16,0,16,18,20,0,16,8,12,10,15,0,16,0,16,29,42,0,16,29,42,0,16,0,16,0,16
8600000US10503,10503,ZCTA5 10503,137,58,0,11,13,22,13,21,45,53,66,50,98,47,0,11,0,11,13,21,45,53,40,39,39,49,0,11,13,22,0,11,0,11,26,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10504,10504,ZCTA5 10504,5165,224,119,75,190,66,604,130,1959,251,2293,295,4763,216,119,75,181,65,553,121,1820,246,2090,285,243,127,0,16,0,16,41,38,98,81,104,65,78,64,0,16,0,16,10,18,22,26,46,50,47,39,0,16,9,14,0,16,12,18,26,25,34,45,0,16,0,16,0,16,7,12,27,43
8600000US10505,10505,ZCTA5 10505,580,143,0,11,171,104,88,66,91,66,230,76,563,146,0,11,166,105,88,66,91,66,218,73,10,17,0,11,5,9,0,11,0,11,5,8,7,10,0,11,0,11,0,11,0,11,7,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10506,10506,ZCTA5 10506,3816,317,73,54,307,119,510,140,1405,219,1521,200,3469,307,73,54,283,117,454,121,1323,220,1336,191,180,103,0,16,10,15,44,57,66,58,60,62,57,46,0,16,0,16,12,21,16,24,29,35,110,126,0,16,14,21,0,16,0,16,96,114,0,16,0,16,0,16,0,16,0,16,0,16
8600000US10507,10507,ZCTA5 10507,5040,388,1226,372,978,194,971,159,943,189,922,211,4368,429,1091,366,791,211,769,154,817,171,900,205,196,126,4,9,30,33,38,53,102,97,22,30,451,139,130,55,157,51,151,73,13,16,0,16,11,17,0,16,0,16,0,16,11,17,0,16,14,20,1,2,0,16,13,20,0,16,0,16
8600000US10509,10509,ZCTA5 10509,13500,555,1462,245,3283,418,3514,400,2839,326,2402,294,12346,582,1274,252,3039,438,3296,413,2528,275,2209,283,292,152,69,66,115,89,73,51,20,21,15,24,657,192,93,56,97,76,107,74,262,164,98,61,162,109,4,6,25,29,38,37,15,20,80,99,43,39,22,27,7,11,0,18,14,19,0,18
8600000US10510,10510,ZCTA5 10510,7131,296,271,106,636,153,1039,216,2191,255,2994,268,6664,318,258,102,619,155,997,215,2025,262,2765,275,296,133,6,12,12,16,33,29,103,58,142,99,42,34,6,12,5,12,0,18,14,18,17,19,109,76,0,18,0,18,0,18,39,37,70,65,20,22,1,2,0,18,9,15,10,15,0,18
8600000US10511,10511,ZCTA5 10511,1571,184,114,60,452,125,484,86,313,72,208,82,1490,183,114,60,446,121,432,81,302,71,196,81,54,38,0,11,6,10,31,34,5,8,12,13,5,7,0,11,0,11,5,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,21,0,11,0,11,16,18,6,9,0,11
8600000US10512,10512,ZCTA5 10512,18263,724,1287,270,5447,493,5097,517,3601,430,2831,312,17144,701,1128,248,5188,473,4707,489,3370,410,2751,304,519,200,72,44,135,77,143,121,133,85,36,42,388,128,79,75,70,61,144,65,65,46,30,32,165,114,0,21,31,35,103,86,17,27,14,23,47,33,8,13,23,29,0,21,16,17,0,21
8600000US10514,10514,ZCTA5 10514,7858,467,68,57,207,89,625,159,2983,342,3975,416,7166,482,55,51,201,88,614,158,2676,323,3620,401,314,170,2,10,0,18,11,17,119,94,182,165,307,184,11,24,6,12,0,18,157,147,133,102,46,52,0,18,0,18,0,18,31,47,15,24,25,42,0,18,0,18,0,18,0,18,25,42
8600000US10516,10516,ZCTA5 10516,4023,228,102,53,721,185,1079,154,1193,183,928,114,3677,231,84,48,707,184,961,155,1079,164,846,111,119,67,3,5,7,10,48,48,56,49,5,10,173,74,0,16,3,5,65,55,40,30,65,38,38,30,0,16,4,6,5,7,17,20,12,17,16,25,15,24,0,16,0,16,1,3,0,16
8600000US10517,10517,ZCTA5 10517,244,72,14,19,75,42,63,37,43,23,49,34,244,72,14,19,75,42,63,37,43,23,49,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10518,10518,ZCTA5 10518,944,274,15,24,42,47,118,92,451,207,318,124,903,277,15,24,42,47,118,92,424,206,304,126,14,21,0,11,0,11,0,11,14,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,45,0,11,0,11,0,11,13,22,14,23,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10519,10519,ZCTA5 10519,165,109,0,11,31,48,40,47,1,3,93,90,128,89,0,11,31,48,22,35,1,3,74,86,19,31,0,11,0,11,0,11,0,11,19,31,18,29,0,11,0,11,18,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10520,10520,ZCTA5 10520,9367,358,618,190,1294,165,1770,234,2868,259,2817,321,8214,360,513,177,1149,170,1560,223,2463,234,2529,313,639,193,70,52,79,50,185,103,118,78,187,81,251,87,21,33,34,29,18,21,137,62,41,34,155,80,14,22,32,33,7,11,42,34,60,52,108,117,0,18,0,18,0,18,108,117,0,18
8600000US10522,10522,ZCTA5 10522,7562,301,403,168,1349,261,1274,315,2168,296,2368,381,6835,422,396,172,1296,261,1052,271,1886,292,2205,369,463,214,7,14,30,32,189,157,149,101,88,73,208,139,0,18,0,18,33,43,116,81,59,59,40,29,0,18,7,14,0,18,17,21,16,25,16,26,0,18,16,26,0,18,0,18,0,18
8600000US10523,10523,ZCTA5 10523,6495,332,1147,293,1132,181,1538,230,1435,250,1243,201,5384,373,955,277,1028,158,1303,198,1184,227,914,161,649,214,127,102,88,65,185,136,95,58,154,80,140,95,3,6,9,13,18,22,44,48,66,52,223,141,62,56,0,16,16,17,67,53,78,61,99,70,0,16,7,13,16,20,45,43,31,51
8600000US10524,10524,ZCTA5 10524,3164,229,131,63,630,132,753,136,801,141,849,140,2841,217,105,58,577,137,666,129,699,127,794,134,21,23,0,11,0,11,5,9,16,20,0,11,243,167,9,17,53,46,71,57,66,55,44,50,55,36,17,22,0,11,7,12,20,28,11,17,4,7,0,11,0,11,4,7,0,11,0,11
8600000US10526,10526,ZCTA5 10526,1154,172,87,87,62,38,253,111,327,99,425,128,1061,161,87,87,62,38,228,106,319,98,365,112,48,46,0,11,0,11,10,15,0,11,38,43,45,39,0,11,0,11,15,24,8,13,22,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10527,10527,ZCTA5 10527,548,104,28,29,34,21,116,43,96,50,274,83,548,104,28,29,34,21,116,43,96,50,274,83,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10528,10528,ZCTA5 10528,9203,407,782,231,1741,282,1806,250,2704,355,2170,303,8204,508,766,225,1730,279,1600,262,2276,359,1832,273,455,235,16,29,1,2,99,81,153,101,186,149,239,153,0,18,10,14,0,18,123,89,106,103,105,111,0,18,0,18,86,104,7,12,12,19,200,113,0,18,0,18,21,26,145,100,34,34
8600000US10530,10530,ZCTA5 10530,9944,499,266,130,1192,231,1736,216,2771,380,3979,371,8963,515,243,128,1103,230,1652,218,2533,350,3432,369,522,145,17,19,10,13,84,66,162,85,249,106,163,96,0,18,18,20,0,18,27,29,118,76,296,128,6,12,61,57,0,18,49,36,180,108,0,18,0,18,0,18,0,18,0,18,0,18
8600000US10532,10532,ZCTA5 10532,3518,199,324,99,886,209,725,163,816,154,767,153,3369,175,324,99,848,191,690,162,790,155,717,141,98,74,0,16,0,16,31,39,26,25,41,50,21,29,0,16,8,14,4,8,0,16,9,14,0,16,0,16,0,16,0,16,0,16,0,16,30,45,0,16,30,45,0,16,0,16,0,16
8600000US10533,10533,ZCTA5 10533,4801,287,130,66,496,177,700,161,1502,284,1973,265,4516,331,113,62,479,179,681,163,1390,287,1853,270,160,145,0,16,0,16,0,16,81,78,79,74,71,66,0,16,0,16,19,27,11,17,41,38,20,25,0,16,0,16,0,16,20,25,0,16,34,47,17,24,17,23,0,16,0,16,0,16
8600000US10535,10535,ZCTA5 10535,382,212,17,24,140,169,33,37,121,104,71,52,364,212,17,24,140,169,33,37,103,104,71,52,0,11,0,11,0,11,0,11,0,11,0,11,18,29,0,11,0,11,0,11,18,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10536,10536,ZCTA5 10536,7057,408,241,85,831,170,1125,195,2508,280,2352,250,6735,422,240,86,803,169,1072,194,2358,287,2262,244,155,82,1,2,0,18,25,23,76,51,53,57,134,105,0,18,17,19,28,34,65,76,24,36,33,36,0,18,11,16,0,18,9,14,13,21,0,18,0,18,0,18,0,18,0,18,0,18
8600000US10537,10537,ZCTA5 10537,1348,299,72,55,286,176,287,118,483,190,220,99,1306,298,72,55,286,176,287,118,483,190,178,85,42,52,0,11,0,11,0,11,0,11,42,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10538,10538,ZCTA5 10538,11046,389,278,108,704,236,1167,253,3813,474,5084,506,10034,465,240,91,664,238,1004,240,3430,482,4696,471,526,230,0,18,22,35,102,96,275,193,127,89,364,150,36,57,18,26,7,13,87,57,216,107,64,58,0,18,0,18,0,18,21,32,43,47,58,81,2,4,0,18,54,80,0,18,2,4
