Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree
8600000US12572,12572, 12572,6923,514,1286,1722,1529,1872,6070,445,1048,1546,1392,1639,378,6,104,77,69,122,360,48,125,89,45,53,98,15,9,10,23,41,17,0,0,0,0,17
8600000US12574,12574, 12574,178,7,20,33,40,78,178,7,20,33,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12575,12575, 12575,1498,0,328,514,438,218,1423,0,328,452,438,205,48,0,0,48,0,0,27,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12577,12577, 12577,1209,12,295,500,241,161,1176,12,295,467,241,161,22,0,0,22,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12578,12578, 12578,1666,112,511,494,353,196,1560,91,484,482,307,196,46,21,10,7,8,0,50,0,12,5,33,0,10,0,5,0,5,0,0,0,0,0,0,0
8600000US12580,12580, 12580,3136,259,851,1030,581,415,2703,213,725,891,472,402,151,46,45,20,35,5,186,0,73,68,45,0,72,0,0,51,21,0,24,0,8,0,8,8
8600000US12581,12581, 12581,1626,112,323,711,263,217,1515,100,314,685,227,189,60,12,0,26,8,14,46,0,9,0,28,9,5,0,0,0,0,5,0,0,0,0,0,0
8600000US12582,12582, 12582,4871,784,1332,1498,789,468,4244,613,1114,1268,781,468,142,60,12,70,0,0,476,111,197,160,8,0,9,0,9,0,0,0,0,0,0,0,0,0
8600000US12583,12583, 12583,1448,150,290,478,230,300,1318,138,278,426,223,253,62,11,9,21,0,21,56,1,3,28,7,17,12,0,0,3,0,9,0,0,0,0,0,0
8600000US12585,12585, 12585,565,90,123,174,48,130,514,90,94,174,43,113,35,0,24,0,0,11,16,0,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12586,12586, 12586,8277,780,2902,2603,1068,924,7559,649,2654,2492,1011,753,443,109,216,92,10,16,193,0,32,19,42,100,60,0,0,0,5,55,22,22,0,0,0,0
8600000US12589,12589, 12589,12673,1029,4637,3942,1713,1352,11168,893,4020,3516,1522,1217,456,20,250,53,72,61,849,116,322,230,107,74,171,0,45,126,0,0,29,0,0,17,12,0
8600000US12590,12590, 12590,24831,2405,6463,7331,5080,3552,21954,2022,5813,6301,4663,3155,1704,312,367,641,184,200,760,58,143,311,167,81,274,13,111,35,22,93,139,0,29,43,44,23
8600000US12592,12592, 12592,982,181,325,279,122,75,928,171,301,279,112,65,0,0,0,0,0,0,22,10,12,0,0,0,32,0,12,0,10,10,0,0,0,0,0,0
8600000US12594,12594, 12594,2965,309,1060,901,491,204,2800,293,1014,847,475,171,100,10,40,44,6,0,45,6,6,0,10,23,20,0,0,10,0,10,0,0,0,0,0,0
8600000US12601,12601, 12601,26484,4383,7751,8241,3596,2513,22547,3649,6475,7024,3201,2198,2162,424,650,716,239,133,1217,215,447,356,84,115,483,74,171,134,57,47,75,21,8,11,15,20
8600000US12603,12603, 12603,29209,2129,6620,8864,5647,5949,26611,1935,5884,8100,5156,5536,1629,143,420,453,300,313,693,15,290,260,110,18,197,24,17,50,54,52,79,12,9,1,27,30
8600000US12604,12604, 12604,12,6,0,6,0,0,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12701,12701, 12701,7898,1394,2716,2217,997,574,6581,1171,2109,1909,858,534,873,167,522,176,8,0,261,36,81,69,75,0,47,16,0,4,21,6,136,4,4,59,35,34
8600000US12719,12719, 12719,1030,184,309,206,230,101,851,158,271,164,169,89,18,0,0,0,18,0,87,20,7,42,6,12,74,6,31,0,37,0,0,0,0,0,0,0
8600000US12720,12720, 12720,161,28,58,42,33,0,161,28,58,42,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12721,12721, 12721,4059,326,1859,1286,282,306,3505,297,1593,1083,268,264,71,29,12,30,0,0,442,0,254,132,14,42,31,0,0,31,0,0,10,0,0,10,0,0
8600000US12722,12722, 12722,105,30,57,18,0,0,105,30,57,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12723,12723, 12723,1194,62,347,366,223,196,1073,54,316,346,176,181,48,8,31,9,0,0,37,0,0,7,30,0,28,0,0,4,17,7,8,0,0,0,0,8
8600000US12724,12724, 12724,287,0,165,74,28,20,287,0,165,74,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12725,12725, 12725,128,2,26,31,48,21,121,2,26,31,44,18,3,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12726,12726, 12726,906,39,300,339,113,115,891,39,300,324,113,115,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12729,12729, 12729,1663,314,786,343,151,69,1448,309,672,267,141,59,170,0,97,63,0,10,20,5,0,5,10,0,25,0,17,8,0,0,0,0,0,0,0,0
8600000US12732,12732, 12732,537,11,208,195,92,31,534,11,208,192,92,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
8600000US12733,12733, 12733,1008,240,401,315,36,16,822,140,348,292,26,16,132,64,45,13,10,0,46,28,8,10,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8600000US12734,12734, 12734,659,110,185,202,91,71,569,87,159,185,72,66,65,23,13,10,19,0,12,0,0,7,0,5,13,0,13,0,0,0,0,0,0,0,0,0
8600000US12736,12736, 12736,53,9,29,8,4,3,53,9,29,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12737,12737, 12737,1213,74,364,402,172,201,1150,59,355,393,150,193,25,11,0,6,0,8,16,4,9,3,0,0,22,0,0,0,22,0,0,0,0,0,0,0
8600000US12738,12738, 12738,335,55,33,91,124,32,271,33,22,91,93,32,64,22,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12740,12740, 12740,1194,143,398,419,108,126,1096,138,359,395,89,115,74,2,21,21,19,11,24,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12741,12741, 12741,169,22,44,24,43,36,165,22,44,22,43,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0
8600000US12742,12742, 12742,60,0,18,26,6,10,60,0,18,26,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12743,12743, 12743,292,20,107,98,36,31,292,20,107,98,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12745,12745, 12745,127,14,45,49,19,0,127,14,45,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12746,12746, 12746,787,44,278,326,75,64,748,44,278,293,75,58,24,0,0,24,0,0,9,0,0,9,0,0,6,0,0,0,0,6,0,0,0,0,0,0
8600000US12747,12747, 12747,1327,191,393,356,221,166,1201,164,378,356,167,136,72,27,15,0,0,30,54,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12748,12748, 12748,1416,125,417,473,229,172,1365,125,411,428,229,172,19,0,6,13,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0
8600000US12749,12749, 12749,277,19,75,141,42,0,227,19,75,91,42,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12750,12750, 12750,191,6,78,69,12,26,142,6,59,39,12,26,49,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12751,12751, 12751,550,65,224,151,62,48,431,60,169,132,44,26,46,0,27,19,0,0,0,0,0,0,0,0,68,0,28,0,18,22,5,5,0,0,0,0
8600000US12752,12752, 12752,196,0,91,64,16,25,184,0,88,55,16,25,12,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12754,12754, 12754,4747,901,1546,1509,450,341,3987,661,1309,1340,422,255,528,231,127,105,0,65,210,9,110,56,14,21,22,0,0,8,14,0,0,0,0,0,0,0
8600000US12758,12758, 12758,2952,384,1021,910,352,285,2768,343,937,875,350,263,178,41,84,35,0,18,0,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0
8600000US12759,12759, 12759,1222,322,467,207,109,117,1029,254,413,145,100,117,68,68,0,0,0,0,18,0,0,9,9,0,80,0,54,26,0,0,27,0,0,27,0,0
8600000US12760,12760, 12760,374,71,147,99,32,25,355,71,147,90,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,0,10
8600000US12762,12762, 12762,372,93,138,47,66,28,344,87,126,37,66,28,0,0,0,0,0,0,28,6,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12763,12763, 12763,379,19,162,152,25,21,357,19,156,136,25,21,16,0,0,16,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12764,12764, 12764,1287,167,346,353,264,157,1165,133,324,300,262,146,78,16,9,40,2,11,23,12,8,3,0,0,18,6,2,10,0,0,3,0,3,0,0,0
8600000US12765,12765, 12765,668,61,125,237,94,151,616,61,125,217,94,119,52,0,0,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12766,12766, 12766,250,39,96,39,60,16,223,24,84,39,60,16,20,8,12,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12767,12767, 12767,63,3,12,24,11,13,57,3,9,24,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3
8600000US12768,12768, 12768,606,41,179,289,84,13,445,32,79,265,56,13,116,0,92,24,0,0,45,9,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12769,12769, 12769,171,0,62,52,32,25,128,0,44,27,32,25,43,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12770,12770, 12770,232,5,82,109,6,30,232,5,82,109,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12771,12771, 12771,9727,1174,3925,2761,1248,619,8888,962,3614,2567,1167,578,628,172,216,126,73,41,64,5,46,5,8,0,147,35,49,63,0,0,0,0,0,0,0,0
8600000US12775,12775, 12775,1473,50,304,513,322,284,1426,50,295,501,313,267,28,0,9,0,9,10,12,0,0,12,0,0,7,0,0,0,0,7,0,0,0,0,0,0
8600000US12776,12776, 12776,1638,92,595,357,241,353,1532,69,547,342,230,344,56,0,34,15,7,0,50,23,14,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12777,12777, 12777,780,101,232,194,113,140,725,101,217,170,106,131,19,0,9,3,5,2,22,0,6,12,2,2,14,0,0,9,0,5,0,0,0,0,0,0
8600000US12778,12778, 12778,482,79,137,95,122,49,449,79,137,82,112,39,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,10,0,13,0,0,13,0,0
8600000US12779,12779, 12779,1164,424,265,363,31,81,1158,424,259,363,31,81,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12780,12780, 12780,1477,184,611,494,95,93,1404,184,557,484,95,84,41,0,41,0,0,0,0,0,0,0,0,0,32,0,13,10,0,9,0,0,0,0,0,0
8600000US12781,12781, 12781,103,0,27,76,0,0,74,0,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0
8600000US12783,12783, 12783,1286,262,488,298,161,77,1010,200,390,251,99,70,75,27,13,5,30,0,193,29,83,42,32,7,2,0,2,0,0,0,6,6,0,0,0,0
8600000US12784,12784, 12784,18,0,13,5,0,0,18,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12785,12785, 12785,661,38,294,165,73,91,633,38,277,165,62,91,0,0,0,0,0,0,0,0,0,0,0,0,28,0,17,0,11,0,0,0,0,0,0,0
8600000US12786,12786, 12786,322,0,107,78,103,34,197,0,75,61,27,34,46,0,0,0,46,0,62,0,32,0,30,0,17,0,0,17,0,0,0,0,0,0,0,0
8600000US12787,12787, 12787,222,9,111,55,14,33,222,9,111,55,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12788,12788, 12788,2329,372,704,812,273,168,2044,257,660,739,248,140,28,0,0,0,0,28,239,115,44,67,13,0,18,0,0,6,12,0,0,0,0,0,0,0
8600000US12789,12789, 12789,1546,192,400,403,276,275,1354,188,346,348,209,263,112,0,42,13,52,5,47,4,12,12,15,4,30,0,0,27,0,3,3,0,0,3,0,0
8600000US12790,12790, 12790,3393,379,1127,996,587,304,3191,353,1094,890,554,300,146,16,25,68,33,4,51,10,8,33,0,0,5,0,0,5,0,0,0,0,0,0,0,0
8600000US12791,12791, 12791,409,7,137,156,36,73,311,7,130,92,9,73,67,0,0,40,27,0,24,0,0,24,0,0,0,0,0,0,0,0,7,0,7,0,0,0
8600000US12792,12792, 12792,124,17,66,12,14,15,124,17,66,12,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12801,12801, 12801,10555,951,3661,3100,1604,1239,8704,776,2965,2546,1395,1022,779,25,197,260,180,117,858,79,457,223,13,86,161,44,34,67,16,0,53,27,8,4,0,14
8600000US12803,12803, 12803,6043,404,2209,2194,924,312,5418,355,2013,1888,886,276,247,0,121,115,11,0,324,49,69,143,27,36,48,0,0,48,0,0,6,0,6,0,0,0
8600000US12804,12804, 12804,18632,962,5555,5983,2928,3204,17049,855,5062,5579,2643,2910,835,31,348,258,105,93,582,76,145,137,82,142,135,0,0,9,67,59,31,0,0,0,31,0
8600000US12808,12808, 12808,367,44,102,119,32,70,354,41,99,119,29,66,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,3,4,0,0,0,0,0,0
8600000US12809,12809, 12809,2520,165,982,827,291,255,2332,142,955,715,290,230,78,12,7,58,1,0,100,11,10,54,0,25,3,0,3,0,0,0,7,0,7,0,0,0
8600000US12810,12810, 12810,557,70,265,180,32,10,520,63,252,167,28,10,0,0,0,0,0,0,13,4,0,9,0,0,24,3,13,4,4,0,0,0,0,0,0,0
8600000US12811,12811, 12811,18,0,15,0,3,0,18,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12812,12812, 12812,49,4,19,4,5,17,43,4,19,4,5,11,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12814,12814, 12814,1030,94,322,258,199,157,869,39,277,231,172,150,60,0,45,0,15,0,101,55,0,27,12,7,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12815,12815, 12815,799,89,282,181,136,111,769,89,269,178,129,104,24,0,13,3,4,4,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0
8600000US12816,12816, 12816,3199,289,1124,755,532,499,3059,272,1095,710,514,468,78,11,13,21,13,20,31,0,10,12,5,4,31,6,6,12,0,7,0,0,0,0,0,0
8600000US12817,12817, 12817,1755,126,601,345,316,367,1625,118,530,327,294,356,87,8,71,8,0,0,43,0,0,10,22,11,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12819,12819, 12819,264,29,111,65,38,21,260,27,111,63,38,21,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12821,12821, 12821,2114,584,981,441,101,7,1092,261,485,255,89,2,111,0,102,9,0,0,911,323,394,177,12,5,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12822,12822, 12822,4325,529,1831,1137,622,206,4015,492,1726,1030,584,183,167,15,83,31,15,23,98,18,22,40,18,0,45,4,0,36,5,0,0,0,0,0,0,0
8600000US12823,12823, 12823,347,108,220,19,0,0,294,108,167,19,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12824,12824, 12824,927,67,279,253,223,105,916,67,279,253,212,105,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0
8600000US12827,12827, 12827,2609,273,1121,724,302,189,2430,224,1068,649,300,189,97,49,19,27,2,0,70,0,22,48,0,0,12,0,12,0,0,0,0,0,0,0,0,0
8600000US12828,12828, 12828,6586,650,2755,2110,669,402,5838,533,2339,1956,613,397,315,62,200,53,0,0,390,55,216,101,13,5,43,0,0,0,43,0,0,0,0,0,0,0
8600000US12831,12831, 12831,11818,626,3486,3432,2477,1797,10471,591,3050,3062,2232,1536,772,10,206,195,169,192,409,25,143,116,56,69,166,0,87,59,20,0,0,0,0,0,0,0
8600000US12832,12832, 12832,4695,787,1799,1397,386,326,4143,692,1594,1204,337,316,373,81,113,122,47,10,75,14,27,34,0,0,103,0,65,36,2,0,1,0,0,1,0,0
8600000US12833,12833, 12833,3200,361,912,818,644,465,2968,297,896,754,570,451,126,64,0,19,34,9,59,0,7,17,35,0,42,0,9,28,0,5,5,0,0,0,5,0
8600000US12834,12834, 12834,4794,455,1597,1304,817,621,4405,435,1419,1224,748,579,192,20,104,23,7,38,185,0,71,48,62,4,8,0,3,5,0,0,4,0,0,4,0,0
8600000US12835,12835, 12835,1901,215,774,576,225,111,1726,179,700,525,222,100,37,13,19,3,0,2,104,13,42,44,0,5,24,10,3,4,3,4,10,0,10,0,0,0
8600000US12836,12836, 12836,552,49,181,173,75,74,528,46,181,161,70,70,7,0,0,7,0,0,11,3,0,3,3,2,6,0,0,2,2,2,0,0,0,0,0,0
8600000US12837,12837, 12837,600,77,259,191,22,51,579,77,250,179,22,51,7,0,7,0,0,0,8,0,2,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0
8600000US12838,12838, 12838,409,40,164,108,49,48,390,32,158,108,49,43,0,0,0,0,0,0,8,8,0,0,0,0,11,0,6,0,0,5,0,0,0,0,0,0
8600000US12839,12839, 12839,9156,1005,3361,3180,1027,583,7292,802,2753,2552,701,484,712,51,278,288,75,20,821,69,230,287,156,79,298,83,84,36,95,0,33,0,16,17,0,0
8600000US12841,12841, 12841,99,18,10,39,13,19,99,18,10,39,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12842,12842, 12842,593,73,161,278,51,30,367,55,155,78,49,30,189,0,4,183,2,0,29,18,2,9,0,0,8,0,0,8,0,0,0,0,0,0,0,0
8600000US12843,12843, 12843,299,53,156,60,13,17,292,53,149,60,13,17,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12844,12844, 12844,153,3,36,57,39,18,152,2,36,57,39,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12845,12845, 12845,3536,341,882,1140,704,469,3268,329,790,1073,632,444,114,11,48,12,34,9,116,1,44,42,21,8,38,0,0,13,17,8,0,0,0,0,0,0
8600000US12846,12846, 12846,2559,401,917,677,372,192,2379,362,871,623,340,183,78,26,23,11,9,9,87,13,16,43,15,0,15,0,7,0,8,0,0,0,0,0,0,0
8600000US12847,12847, 12847,266,16,58,105,46,41,249,13,56,98,44,38,9,3,2,4,0,0,2,0,0,0,2,0,6,0,0,3,0,3,0,0,0,0,0,0
8600000US12849,12849, 12849,285,28,212,45,0,0,285,28,212,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12850,12850, 12850,2279,168,540,750,477,344,2081,130,498,668,453,332,147,34,35,45,24,9,13,1,3,9,0,0,38,3,4,28,0,3,0,0,0,0,0,0
8600000US12851,12851, 12851,240,41,87,55,30,27,233,41,83,55,27,27,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
8600000US12852,12852, 12852,363,42,130,110,37,44,345,40,122,104,35,44,9,2,5,2,0,0,9,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12853,12853, 12853,1265,202,576,255,111,121,1038,169,463,188,97,121,153,25,83,37,8,0,54,8,30,16,0,0,20,0,0,14,6,0,0,0,0,0,0,0
8600000US12855,12855, 12855,193,32,77,65,14,5,180,32,71,60,12,5,9,0,4,3,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12856,12856, 12856,127,0,13,30,78,6,127,0,13,30,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12857,12857, 12857,393,58,85,142,60,48,347,55,78,136,52,26,23,0,4,0,8,11,14,3,0,3,0,8,9,0,3,3,0,3,0,0,0,0,0,0
8600000US12858,12858, 12858,76,5,19,7,21,24,76,5,19,7,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12859,12859, 12859,1549,211,683,370,153,132,1424,200,608,350,134,132,50,0,35,8,7,0,30,0,30,0,0,0,21,11,10,0,0,0,24,0,0,12,12,0
8600000US12860,12860, 12860,423,19,181,118,85,20,318,10,148,111,29,20,60,0,15,0,45,0,16,9,7,0,0,0,22,0,11,0,11,0,7,0,0,7,0,0
8600000US12861,12861, 12861,493,21,164,203,49,56,471,21,154,194,46,56,0,0,0,0,0,0,10,0,10,0,0,0,12,0,0,9,3,0,0,0,0,0,0,0
8600000US12862,12862, 12862,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12863,12863, 12863,526,27,138,158,108,95,472,27,128,135,98,84,54,0,10,23,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12864,12864, 12864,30,0,0,27,3,0,23,0,0,23,0,0,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12865,12865, 12865,2806,233,965,829,439,340,2461,221,853,744,351,292,177,5,73,28,63,8,63,0,22,8,20,13,98,0,17,49,5,27,7,7,0,0,0,0
8600000US12866,12866, 12866,27670,1526,5274,6699,7646,6525,23496,1351,4665,5424,6515,5541,1622,36,314,592,340,340,1059,73,131,375,244,236,1233,66,164,212,507,284,260,0,0,96,40,124
8600000US12870,12870, 12870,810,46,218,218,179,149,757,40,218,202,168,129,14,1,0,12,1,0,14,0,0,4,10,0,5,5,0,0,0,0,20,0,0,0,0,20
8600000US12871,12871, 12871,2834,261,898,855,505,315,2723,255,851,824,494,299,56,4,15,19,3,15,44,0,32,12,0,0,3,2,0,0,0,1,8,0,0,0,8,0
8600000US12872,12872, 12872,31,0,21,3,0,7,28,0,21,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12873,12873, 12873,585,40,164,166,133,82,575,40,164,161,133,77,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0
8600000US12874,12874, 12874,146,0,29,22,43,52,129,0,29,22,26,52,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0
8600000US12878,12878, 12878,536,58,247,159,33,39,514,58,232,156,29,39,0,0,0,0,0,0,14,0,11,3,0,0,8,0,4,0,4,0,0,0,0,0,0,0
8600000US12883,12883, 12883,3361,284,1001,1331,424,321,3086,237,950,1248,392,259,203,39,32,67,20,45,23,4,19,0,0,0,16,4,0,0,12,0,33,0,0,16,0,17
8600000US12884,12884, 12884,303,70,130,73,18,12,282,63,124,70,13,12,21,7,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12885,12885, 12885,3281,422,1313,978,300,268,2983,362,1221,903,285,212,214,42,69,48,15,40,84,18,23,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12886,12886, 12886,150,14,53,63,5,15,142,14,53,55,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0
8600000US12887,12887, 12887,3388,471,1815,749,250,103,3060,433,1647,647,230,103,175,38,67,70,0,0,71,0,55,7,9,0,82,0,46,25,11,0,0,0,0,0,0,0
8600000US12901,12901, 12901,20563,2717,6432,5703,2728,2983,17697,2277,5729,4658,2226,2807,2071,264,454,882,352,119,482,149,151,78,90,14,296,23,86,85,59,43,17,4,12,0,1,0
8600000US12903,12903, 12903,885,64,150,299,191,181,718,38,140,285,134,121,78,1,9,14,28,26,58,1,1,0,29,27,31,24,0,0,0,7,0,0,0,0,0,0
8600000US12910,12910, 12910,1453,278,681,345,64,85,1149,201,521,278,64,85,69,9,42,18,0,0,217,59,118,40,0,0,13,4,0,9,0,0,5,5,0,0,0,0
8600000US12911,12911, 12911,14,9,0,5,0,0,14,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12912,12912, 12912,1547,96,664,446,179,162,1431,91,615,400,179,146,33,0,3,14,0,16,75,5,46,24,0,0,8,0,0,8,0,0,0,0,0,0,0,0
8600000US12913,12913, 12913,944,66,273,295,200,110,820,60,222,254,190,94,46,0,16,24,6,0,31,0,17,14,0,0,38,6,12,0,4,16,9,0,6,3,0,0
8600000US12914,12914, 12914,565,83,209,179,38,56,556,83,203,176,38,56,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
8600000US12916,12916, 12916,1500,243,621,385,125,126,1380,215,569,345,125,126,78,21,34,23,0,0,36,7,12,17,0,0,6,0,6,0,0,0,0,0,0,0,0,0
