Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than high school graduate,Estimate; Total: - High school graduate (includes equivalency),Estimate; Total: - Some college or associate's degree,Estimate; Total: - Bachelor's degree,Estimate; Total: - Graduate or professional degree,Estimate; Total: - Same house 1 year ago:,Estimate; Total: - Same house 1 year ago: - Less than high school graduate,Estimate; Total: - Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Total: - Same house 1 year ago: - Some college or associate's degree,Estimate; Total: - Same house 1 year ago: - Bachelor's degree,Estimate; Total: - Same house 1 year ago: - Graduate or professional degree,Estimate; Total: - Moved within same county:,Estimate; Total: - Moved within same county: - Less than high school graduate,Estimate; Total: - Moved within same county: - High school graduate (includes equivalency),Estimate; Total: - Moved within same county: - Some college or associate's degree,Estimate; Total: - Moved within same county: - Bachelor's degree,Estimate; Total: - Moved within same county: - Graduate or professional degree,Estimate; Total: - Moved from different county within same state:,Estimate; Total: - Moved from different county within same state: - Less than high school graduate,Estimate; Total: - Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different county within same state: - Some college or associate's degree,Estimate; Total: - Moved from different county within same state: - Bachelor's degree,Estimate; Total: - Moved from different county within same state: - Graduate or professional degree,Estimate; Total: - Moved from different state:,Estimate; Total: - Moved from different state: - Less than high school graduate,Estimate; Total: - Moved from different state: - High school graduate (includes equivalency),Estimate; Total: - Moved from different state: - Some college or associate's degree,Estimate; Total: - Moved from different state: - Bachelor's degree,Estimate; Total: - Moved from different state: - Graduate or professional degree,Estimate; Total: - Moved from abroad:,Estimate; Total: - Moved from abroad: - Less than high school graduate,Estimate; Total: - Moved from abroad: - High school graduate (includes equivalency),Estimate; Total: - Moved from abroad: - Some college or associate's degree,Estimate; Total: - Moved from abroad: - Bachelor's degree,Estimate; Total: - Moved from abroad: - Graduate or professional degree
8600000US12917,12917, 12917,969,155,419,267,92,36,866,146,353,243,89,35,69,5,54,7,3,0,26,4,7,15,0,0,8,0,5,2,0,1,0,0,0,0,0,0
8600000US12918,12918, 12918,1426,114,519,371,317,105,1350,114,495,340,296,105,76,0,24,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12919,12919, 12919,2056,365,810,634,179,68,1865,331,720,579,176,59,142,15,87,37,3,0,3,0,3,0,0,0,37,10,0,18,0,9,9,9,0,0,0,0
8600000US12920,12920, 12920,1861,275,843,505,111,127,1670,201,788,471,96,114,57,19,14,19,0,5,112,55,41,3,5,8,22,0,0,12,10,0,0,0,0,0,0,0
8600000US12921,12921, 12921,1806,168,674,557,212,195,1629,145,655,461,188,180,156,18,19,86,24,9,10,0,0,10,0,0,0,0,0,0,0,0,11,5,0,0,0,6
8600000US12922,12922, 12922,37,3,15,11,6,2,35,3,15,11,4,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12923,12923, 12923,461,72,216,108,38,27,451,72,212,104,38,25,1,0,1,0,0,0,7,0,3,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0
8600000US12924,12924, 12924,88,23,55,10,0,0,88,23,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12926,12926, 12926,1543,198,735,456,94,60,1373,198,633,401,81,60,131,0,82,36,13,0,6,0,3,3,0,0,27,0,14,13,0,0,6,0,3,3,0,0
8600000US12927,12927, 12927,181,7,58,51,40,25,174,7,54,48,40,25,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12928,12928, 12928,1339,115,626,434,91,73,1232,107,585,376,91,73,72,8,41,23,0,0,0,0,0,0,0,0,29,0,0,29,0,0,6,0,0,6,0,0
8600000US12929,12929, 12929,3280,815,1814,554,53,44,1855,386,1032,346,53,38,85,17,47,21,0,0,1299,402,735,156,0,6,41,10,0,31,0,0,0,0,0,0,0,0
8600000US12930,12930, 12930,469,50,216,132,42,29,458,50,214,129,38,27,2,0,2,0,0,0,9,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12932,12932, 12932,1074,75,298,442,157,102,959,53,273,390,157,86,74,22,10,42,0,0,12,0,6,0,0,6,29,0,9,10,0,10,0,0,0,0,0,0
8600000US12933,12933, 12933,27,0,0,12,11,4,27,0,0,12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12934,12934, 12934,699,145,364,145,32,13,671,145,345,137,31,13,22,0,19,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,1,0,0,0,1,0
8600000US12935,12935, 12935,1097,182,440,361,78,36,1055,177,427,337,78,36,27,5,12,10,0,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12936,12936, 12936,370,23,91,82,73,101,335,20,86,76,61,92,5,3,2,0,0,0,6,0,0,0,6,0,24,0,3,6,6,9,0,0,0,0,0,0
8600000US12937,12937, 12937,1251,118,509,434,106,84,1179,110,481,401,103,84,43,0,7,33,3,0,13,8,5,0,0,0,13,0,13,0,0,0,3,0,3,0,0,0
8600000US12939,12939, 12939,146,2,32,66,19,27,132,2,32,58,19,21,6,0,0,6,0,0,0,0,0,0,0,0,8,0,0,2,0,6,0,0,0,0,0,0
8600000US12941,12941, 12941,986,81,211,372,149,173,869,79,200,296,125,169,40,0,6,28,6,0,52,2,5,39,6,0,22,0,0,9,9,4,3,0,0,0,3,0
8600000US12942,12942, 12942,654,14,135,197,164,144,611,14,131,185,160,121,16,0,4,12,0,0,23,0,0,0,4,19,4,0,0,0,0,4,0,0,0,0,0,0
8600000US12943,12943, 12943,271,4,41,78,98,50,222,4,41,60,67,50,37,0,0,13,24,0,8,0,0,5,3,0,4,0,0,0,4,0,0,0,0,0,0,0
8600000US12944,12944, 12944,3109,412,1130,924,392,251,2738,377,996,779,343,243,206,18,88,60,37,3,110,12,28,70,0,0,29,0,14,15,0,0,26,5,4,0,12,5
8600000US12945,12945, 12945,378,0,87,171,28,92,378,0,87,171,28,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12946,12946, 12946,3606,282,765,1113,851,595,3153,235,734,972,814,398,223,23,31,34,37,98,90,24,0,40,0,26,117,0,0,67,0,50,23,0,0,0,0,23
8600000US12950,12950, 12950,660,52,338,219,20,31,564,44,275,199,20,26,62,4,45,13,0,0,11,0,6,0,0,5,23,4,12,7,0,0,0,0,0,0,0,0
8600000US12952,12952, 12952,373,84,164,53,41,31,298,55,162,46,8,27,0,0,0,0,0,0,67,29,2,7,29,0,4,0,0,0,4,0,4,0,0,0,0,4
8600000US12953,12953, 12953,11483,2299,4580,2879,814,911,8515,1360,3157,2382,746,870,822,155,428,197,30,12,2035,765,966,265,17,22,102,19,29,26,21,7,9,0,0,9,0,0
8600000US12955,12955, 12955,257,8,114,83,33,19,235,8,114,69,29,15,3,0,0,3,0,0,11,0,0,7,0,4,8,0,0,4,4,0,0,0,0,0,0,0
8600000US12956,12956, 12956,922,136,437,179,97,73,819,77,399,173,97,73,12,0,12,0,0,0,83,51,26,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8600000US12957,12957, 12957,1222,156,512,449,77,28,1147,132,512,398,77,28,60,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0
8600000US12958,12958, 12958,1537,218,646,310,235,128,1364,182,593,310,151,128,173,36,53,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12959,12959, 12959,1031,149,633,141,92,16,1031,149,633,141,92,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12960,12960, 12960,854,8,420,347,79,0,803,6,420,298,79,0,51,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12961,12961, 12961,229,12,217,0,0,0,218,12,206,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12962,12962, 12962,4322,291,1506,1342,523,660,4036,242,1453,1237,500,604,246,44,49,83,23,47,23,5,4,14,0,0,17,0,0,8,0,9,0,0,0,0,0,0
8600000US12964,12964, 12964,75,8,14,21,11,21,59,0,14,13,11,21,16,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12965,12965, 12965,328,30,130,103,32,33,299,27,120,90,29,33,19,3,10,3,3,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12966,12966, 12966,1851,226,881,555,101,88,1702,199,827,516,97,63,95,27,30,32,4,2,43,0,14,6,0,23,7,0,6,1,0,0,4,0,4,0,0,0
8600000US12967,12967, 12967,755,159,309,200,56,31,710,135,305,186,53,31,20,14,0,3,3,0,21,10,4,7,0,0,4,0,0,4,0,0,0,0,0,0,0,0
8600000US12969,12969, 12969,374,27,137,136,39,35,371,27,134,136,39,35,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12970,12970, 12970,245,16,44,59,84,42,220,8,44,57,71,40,8,8,0,0,0,0,17,0,0,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12972,12972, 12972,4072,419,1290,1318,458,587,3800,319,1267,1266,437,511,178,100,23,25,13,17,14,0,0,14,0,0,72,0,0,13,0,59,8,0,0,0,8,0
8600000US12973,12973, 12973,95,2,21,45,19,8,77,2,20,32,15,8,0,0,0,0,0,0,11,0,1,6,4,0,7,0,0,7,0,0,0,0,0,0,0,0
8600000US12974,12974, 12974,1189,161,456,309,163,100,1098,135,420,304,142,97,74,26,24,5,16,3,5,0,0,0,5,0,12,0,12,0,0,0,0,0,0,0,0,0
8600000US12975,12975, 12975,219,5,73,36,29,76,188,5,64,36,13,70,0,0,0,0,0,0,15,0,9,0,0,6,16,0,0,0,16,0,0,0,0,0,0,0
8600000US12976,12976, 12976,159,0,30,39,46,44,147,0,30,39,43,35,3,0,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4
8600000US12977,12977, 12977,1638,319,868,411,0,40,764,116,398,214,0,36,64,7,48,9,0,0,645,162,311,168,0,4,123,26,77,20,0,0,42,8,34,0,0,0
8600000US12978,12978, 12978,220,14,110,45,22,29,191,14,110,45,22,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12979,12979, 12979,1556,170,535,534,186,131,1282,135,454,439,157,97,210,28,56,81,19,26,17,4,3,0,10,0,30,3,22,0,0,5,17,0,0,14,0,3
8600000US12980,12980, 12980,881,130,344,283,97,27,819,126,325,246,96,26,36,4,16,14,1,1,23,0,0,23,0,0,3,0,3,0,0,0,0,0,0,0,0,0
8600000US12981,12981, 12981,1599,82,710,572,134,101,1526,82,637,572,134,101,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12983,12983, 12983,5640,349,1187,1930,1047,1127,5045,309,1141,1616,924,1055,178,30,35,100,5,8,287,9,10,132,101,35,130,1,1,82,17,29,0,0,0,0,0,0
8600000US12985,12985, 12985,844,65,421,218,76,64,704,47,299,218,76,64,140,18,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US12986,12986, 12986,4404,532,1509,1430,482,451,4002,427,1350,1366,436,423,308,67,123,61,36,21,49,12,27,3,0,7,35,26,9,0,0,0,10,0,0,0,10,0
8600000US12987,12987, 12987,191,28,11,68,39,45,170,28,11,56,35,40,11,0,0,6,0,5,0,0,0,0,0,0,10,0,0,6,4,0,0,0,0,0,0,0
8600000US12989,12989, 12989,759,50,181,261,142,125,682,38,155,250,135,104,39,10,24,5,0,0,11,0,2,2,7,0,25,0,0,4,0,21,2,2,0,0,0,0
8600000US12992,12992, 12992,3354,513,1307,989,289,256,3185,487,1250,909,283,256,135,26,23,80,6,0,0,0,0,0,0,0,33,0,33,0,0,0,1,0,1,0,0,0
8600000US12993,12993, 12993,1170,165,384,266,197,158,1073,165,330,251,183,144,39,0,37,2,0,0,4,0,0,4,0,0,54,0,17,9,14,14,0,0,0,0,0,0
8600000US12996,12996, 12996,1705,160,743,526,146,130,1583,152,732,480,129,90,60,8,11,16,0,25,38,0,0,18,8,12,23,0,0,12,9,2,1,0,0,0,0,1
8600000US12997,12997, 12997,963,104,293,281,180,105,886,101,273,273,153,86,34,0,20,0,10,4,9,0,0,0,9,0,19,3,0,8,8,0,15,0,0,0,0,15
8600000US12998,12998, 12998,261,51,94,94,11,11,261,51,94,94,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13020,13020, 13020,105,0,25,40,40,0,87,0,25,22,40,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13021,13021, 13021,27410,2766,7762,9844,4244,2794,24150,2432,6707,8837,3656,2518,2056,217,709,691,317,122,861,117,221,236,194,93,192,0,57,13,77,45,151,0,68,67,0,16
8600000US13024,13024, 13024,1532,1006,266,238,22,0,870,507,181,182,0,0,0,0,0,0,0,0,662,499,85,56,22,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13026,13026, 13026,1034,132,235,258,190,219,936,92,222,230,185,207,72,35,12,20,0,5,21,4,0,5,5,7,5,1,1,3,0,0,0,0,0,0,0,0
8600000US13027,13027, 13027,23920,1136,5738,7739,5615,3692,21632,998,5296,6890,4929,3519,1568,133,357,594,397,87,349,5,52,158,110,24,331,0,33,87,178,33,40,0,0,10,1,29
8600000US13028,13028, 13028,940,143,433,248,42,74,904,143,433,248,42,38,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13029,13029, 13029,4905,238,1366,1802,933,566,4623,204,1334,1661,870,554,130,0,15,60,43,12,152,34,17,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13030,13030, 13030,2728,219,1124,937,237,211,2495,204,1084,841,218,148,65,15,26,18,6,0,135,0,14,78,0,43,0,0,0,0,0,0,33,0,0,0,13,20
8600000US13031,13031, 13031,11397,413,2494,3655,2799,2036,10532,359,2348,3333,2630,1862,639,38,120,229,98,154,97,11,13,0,53,20,111,5,13,84,9,0,18,0,0,9,9,0
8600000US13032,13032, 13032,8417,811,3267,2589,1097,653,8079,762,3116,2512,1050,639,167,37,64,48,15,3,98,9,73,3,10,3,36,0,8,12,8,8,37,3,6,14,14,0
8600000US13033,13033, 13033,2486,211,1039,644,388,204,2346,204,998,584,366,194,56,7,16,33,0,0,73,0,23,24,16,10,6,0,0,0,6,0,5,0,2,3,0,0
8600000US13034,13034, 13034,1365,161,425,457,169,153,1275,160,402,423,140,150,53,0,21,11,21,0,28,0,2,17,6,3,8,1,0,5,2,0,1,0,0,1,0,0
8600000US13035,13035, 13035,5854,223,1333,1534,1616,1148,5373,204,1255,1370,1488,1056,180,5,50,34,64,27,204,9,18,81,41,55,85,5,10,49,11,10,12,0,0,0,12,0
8600000US13036,13036, 13036,6415,722,2631,2008,631,423,5746,604,2414,1718,587,423,368,84,125,125,34,0,220,34,35,151,0,0,81,0,57,14,10,0,0,0,0,0,0,0
8600000US13037,13037, 13037,6363,553,1907,1961,1158,784,5961,530,1750,1887,1042,752,139,23,52,38,17,9,243,0,105,36,79,23,20,0,0,0,20,0,0,0,0,0,0,0
8600000US13039,13039, 13039,12415,422,2997,4343,2715,1938,11781,387,2843,4237,2499,1815,383,14,61,90,142,76,118,21,75,11,11,0,125,0,10,5,63,47,8,0,8,0,0,0
8600000US13040,13040, 13040,1770,157,921,425,130,137,1671,140,875,404,121,131,45,10,18,12,3,2,35,3,13,9,6,4,19,4,15,0,0,0,0,0,0,0,0,0
8600000US13041,13041, 13041,8074,343,1879,2716,1926,1210,7436,299,1741,2453,1820,1123,335,0,59,144,66,66,155,22,68,51,14,0,129,7,11,64,26,21,19,15,0,4,0,0
8600000US13042,13042, 13042,1786,168,906,551,49,112,1629,164,843,461,49,112,11,4,0,7,0,0,144,0,61,83,0,0,2,0,2,0,0,0,0,0,0,0,0,0
8600000US13044,13044, 13044,1789,294,580,642,176,97,1652,281,534,611,157,69,55,0,19,0,8,28,55,0,27,17,11,0,27,13,0,14,0,0,0,0,0,0,0,0
8600000US13045,13045, 13045,17356,1627,5484,5139,2886,2220,15694,1418,5123,4540,2580,2033,940,160,259,385,117,19,545,46,96,167,95,141,138,0,6,29,76,27,39,3,0,18,18,0
8600000US13051,13051, 13051,151,0,90,48,0,13,151,0,90,48,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13052,13052, 13052,1068,109,415,349,81,114,1003,92,396,335,74,106,23,4,12,4,0,3,28,10,6,10,2,0,13,3,0,0,5,5,1,0,1,0,0,0
8600000US13053,13053, 13053,3281,254,971,922,575,559,2960,179,885,824,522,550,237,58,72,71,36,0,84,17,14,27,17,9,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13054,13054, 13054,1032,61,530,321,79,41,1032,61,530,321,79,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13057,13057, 13057,10273,809,3134,3275,1851,1204,9336,709,2943,2954,1670,1060,680,68,139,241,152,80,126,7,40,35,9,35,95,13,12,45,11,14,36,12,0,0,9,15
8600000US13060,13060, 13060,2114,285,626,750,200,253,1998,285,588,696,176,253,97,0,27,46,24,0,16,0,11,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0
8600000US13061,13061, 13061,859,29,326,221,192,91,859,29,326,221,192,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13062,13062, 13062,29,0,15,0,7,7,29,0,15,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13063,13063, 13063,1327,64,428,434,244,157,1122,45,323,394,205,155,59,6,0,23,28,2,69,0,65,1,3,0,17,0,9,0,8,0,60,13,31,16,0,0
8600000US13064,13064, 13064,52,0,13,0,17,22,48,0,9,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
8600000US13066,13066, 13066,9002,250,1171,2300,2364,2917,7986,208,1019,2007,2102,2650,443,18,68,135,160,62,257,0,50,89,32,86,204,8,28,50,41,77,112,16,6,19,29,42
8600000US13068,13068, 13068,3664,110,846,1186,696,826,3310,85,812,1074,628,711,185,11,34,61,50,29,108,14,0,31,18,45,46,0,0,20,0,26,15,0,0,0,0,15
8600000US13069,13069, 13069,16727,2460,6472,5037,1610,1148,14559,1832,5705,4467,1444,1111,1634,492,653,355,113,21,416,105,92,175,28,16,84,15,22,40,7,0,34,16,0,0,18,0
8600000US13071,13071, 13071,629,40,221,187,124,57,570,36,202,180,107,45,30,4,9,7,10,0,18,0,10,0,3,5,7,0,0,0,0,7,4,0,0,0,4,0
8600000US13072,13072, 13072,501,103,220,145,22,11,485,99,210,143,22,11,8,4,4,0,0,0,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13073,13073, 13073,4529,373,1580,1453,721,402,4048,295,1427,1351,588,387,322,0,114,78,126,4,136,78,21,19,7,11,11,0,6,5,0,0,12,0,12,0,0,0
8600000US13074,13074, 13074,2909,416,1386,841,158,108,2726,380,1350,734,157,105,90,21,36,33,0,0,70,7,0,62,1,0,22,8,0,12,0,2,1,0,0,0,0,1
8600000US13076,13076, 13076,1715,257,851,473,76,58,1683,225,851,473,76,58,0,0,0,0,0,0,9,9,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0
8600000US13077,13077, 13077,4729,467,1266,1595,729,672,4515,458,1220,1524,700,613,161,0,43,53,13,52,50,9,0,18,16,7,3,0,3,0,0,0,0,0,0,0,0,0
8600000US13078,13078, 13078,7712,601,1554,1805,1805,1947,6413,390,1278,1403,1655,1687,1003,189,235,338,78,163,99,22,32,42,3,0,149,0,9,17,36,87,48,0,0,5,33,10
8600000US13080,13080, 13080,2398,295,712,764,458,169,2314,295,684,720,451,164,58,0,17,34,7,0,13,0,8,0,0,5,13,0,3,10,0,0,0,0,0,0,0,0
8600000US13081,13081, 13081,815,40,235,241,154,145,737,32,218,228,126,133,32,6,12,3,11,0,21,0,3,10,8,0,25,2,2,0,9,12,0,0,0,0,0,0
8600000US13082,13082, 13082,3499,331,1142,1137,567,322,3260,276,1081,1038,558,307,119,55,47,8,9,0,109,0,14,80,0,15,11,0,0,11,0,0,0,0,0,0,0,0
8600000US13083,13083, 13083,1341,112,545,443,139,102,1197,98,488,400,109,102,92,14,46,13,19,0,50,0,11,30,9,0,2,0,0,0,2,0,0,0,0,0,0,0
8600000US13084,13084, 13084,2567,112,618,957,496,384,2350,108,590,830,453,369,115,4,28,58,25,0,73,0,0,53,5,15,29,0,0,16,13,0,0,0,0,0,0,0
8600000US13087,13087, 13087,128,0,19,17,49,43,125,0,19,17,49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
8600000US13088,13088, 13088,16845,1210,4939,5211,3313,2172,15321,1116,4621,4698,2941,1945,1025,56,264,304,249,152,219,9,35,96,61,18,154,12,0,52,40,50,126,17,19,61,22,7
8600000US13090,13090, 13090,20943,1032,5090,6480,4883,3458,18954,924,4674,5802,4348,3206,1427,72,268,516,398,173,287,16,108,69,58,36,257,12,31,92,79,43,18,8,9,1,0,0
8600000US13092,13092, 13092,1742,229,651,495,247,120,1644,215,599,491,231,108,70,11,40,0,10,9,25,3,12,4,3,3,3,0,0,0,3,0,0,0,0,0,0,0
8600000US13101,13101, 13101,1653,145,686,546,204,72,1425,125,619,442,174,65,165,17,39,97,8,4,60,3,28,7,22,0,3,0,0,0,0,3,0,0,0,0,0,0
8600000US13102,13102, 13102,20,10,10,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13103,13103, 13103,232,24,123,43,42,0,220,24,123,31,42,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13104,13104, 13104,11006,283,1475,2507,3240,3501,9961,212,1407,2225,2910,3207,610,35,49,184,160,182,153,0,9,36,65,43,211,0,10,54,92,55,71,36,0,8,13,14
8600000US13108,13108, 13108,4262,71,1068,1433,1062,628,4078,67,1033,1401,1008,569,130,4,18,32,34,42,32,0,5,0,15,12,18,0,8,0,5,5,4,0,4,0,0,0
8600000US13110,13110, 13110,1714,99,449,580,356,230,1618,99,441,564,321,193,78,0,3,10,28,37,18,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13111,13111, 13111,1149,148,639,232,80,50,1118,148,623,225,72,50,0,0,0,0,0,0,31,0,16,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13112,13112, 13112,1275,74,456,442,108,195,1250,74,441,432,108,195,15,0,15,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13113,13113, 13113,172,17,45,75,26,9,164,17,45,67,26,9,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13114,13114, 13114,4422,533,1607,1440,472,370,4045,495,1415,1365,425,345,303,16,173,50,47,17,61,19,19,15,0,8,3,3,0,0,0,0,10,0,0,10,0,0
8600000US13115,13115, 13115,124,6,57,30,27,4,98,4,56,30,4,4,26,2,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13116,13116, 13116,2416,30,690,898,404,394,2209,30,604,805,376,394,127,0,62,37,28,0,56,0,0,56,0,0,24,0,24,0,0,0,0,0,0,0,0,0
8600000US13117,13117, 13117,181,35,75,64,7,0,163,34,63,59,7,0,16,1,12,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13118,13118, 13118,4430,656,1765,1333,371,305,3858,529,1536,1164,337,292,237,53,100,79,5,0,318,74,129,84,18,13,12,0,0,1,11,0,5,0,0,5,0,0
8600000US13120,13120, 13120,1589,287,332,669,192,109,1514,265,311,653,184,101,71,22,21,12,8,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13122,13122, 13122,818,60,244,363,99,52,806,60,232,363,99,52,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13123,13123, 13123,247,33,119,95,0,0,247,33,119,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13124,13124, 13124,70,6,41,18,5,0,70,6,41,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13126,13126, 13126,22199,2707,7264,6299,3277,2652,19865,2338,6528,5676,2987,2336,1764,277,671,426,199,191,317,83,52,122,33,27,195,9,13,50,58,65,58,0,0,25,0,33
8600000US13131,13131, 13131,2729,374,1173,801,235,146,2401,325,987,722,226,141,140,49,53,33,5,0,153,0,104,40,4,5,35,0,29,6,0,0,0,0,0,0,0,0
8600000US13132,13132, 13132,2619,206,1058,780,332,243,2392,148,967,720,314,243,73,38,35,0,0,0,118,20,37,43,18,0,36,0,19,17,0,0,0,0,0,0,0,0
8600000US13134,13134, 13134,122,47,25,31,16,3,122,47,25,31,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13135,13135, 13135,4647,505,1507,1712,551,372,4206,462,1372,1530,497,345,134,22,73,29,5,5,189,16,45,81,25,22,118,5,17,72,24,0,0,0,0,0,0,0
8600000US13136,13136, 13136,291,23,153,77,20,18,273,23,151,65,16,18,13,0,0,9,4,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13138,13138, 13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US13140,13140, 13140,3142,501,1377,919,233,112,2967,482,1330,849,212,94,138,16,28,58,18,18,20,3,8,9,0,0,17,0,11,3,3,0,0,0,0,0,0,0
8600000US13141,13141, 13141,422,32,151,150,62,27,372,32,151,106,62,21,13,0,0,13,0,0,35,0,0,29,0,6,0,0,0,0,0,0,2,0,0,2,0,0
8600000US13142,13142, 13142,4110,476,1656,1381,353,244,3669,370,1530,1206,344,219,323,77,99,122,5,20,99,29,8,53,4,5,19,0,19,0,0,0,0,0,0,0,0,0
8600000US13143,13143, 13143,2012,347,911,549,132,73,1738,263,810,491,112,62,43,20,2,10,0,11,115,64,25,9,17,0,116,0,74,39,3,0,0,0,0,0,0,0
8600000US13144,13144, 13144,1248,238,487,350,109,64,1099,206,436,299,94,64,77,13,20,29,15,0,49,0,31,18,0,0,23,19,0,4,0,0,0,0,0,0,0,0
8600000US13145,13145, 13145,1286,179,483,475,94,55,1152,145,428,439,92,48,42,2,17,16,0,7,78,32,36,8,2,0,12,0,0,12,0,0,2,0,2,0,0,0
8600000US13146,13146, 13146,1517,270,710,403,83,51,1432,266,652,384,83,47,54,3,31,16,0,4,24,1,20,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0
8600000US13147,13147, 13147,917,173,314,288,84,58,790,120,282,258,72,58,97,25,32,30,10,0,18,18,0,0,0,0,12,10,0,0,2,0,0,0,0,0,0,0
8600000US13148,13148, 13148,7437,661,2608,2063,1222,883,6708,617,2376,1828,1101,786,425,32,193,119,51,30,192,12,37,93,4,46,101,0,0,21,59,21,11,0,2,2,7,0
