GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner-occupied housing units:,Margin of Error; Owner-occupied housing units:,Estimate; Owner-occupied housing units: - Less than high school graduate,Margin of Error; Owner-occupied housing units: - Less than high school graduate,Estimate; Owner-occupied housing units: - High school graduate (including equivalency),Margin of Error; Owner-occupied housing units: - High school graduate (including equivalency),Estimate; Owner-occupied housing units: - Some college or associate's degree,Margin of Error; Owner-occupied housing units: - Some college or associate's degree,Estimate; Owner-occupied housing units: - Bachelor's degree or higher,Margin of Error; Owner-occupied housing units: - Bachelor's degree or higher,Estimate; Renter-occupied housing units:,Margin of Error; Renter-occupied housing units:,Estimate; Renter-occupied housing units: - Less than high school graduate,Margin of Error; Renter-occupied housing units: - Less than high school graduate,Estimate; Renter-occupied housing units: - High school graduate (including equivalency),Margin of Error; Renter-occupied housing units: - High school graduate (including equivalency),Estimate; Renter-occupied housing units: - Some college or associate's degree,Margin of Error; Renter-occupied housing units: - Some college or associate's degree,Estimate; Renter-occupied housing units: - Bachelor's degree or higher,Margin of Error; Renter-occupied housing units: - Bachelor's degree or higher
8600000US10029,10029,ZCTA5 10029,31496,688,1964,279,72,51,25,32,253,117,1614,258,29532,709,7275,599,7239,612,5903,636,9115,547
8600000US10030,10030,ZCTA5 10030,12258,473,1374,248,92,84,85,58,173,114,1024,236,10884,531,2380,364,2733,374,2679,362,3092,348
8600000US10031,10031,ZCTA5 10031,22274,479,2662,424,328,144,443,164,536,187,1355,253,19612,532,5994,493,3813,481,3397,442,6408,533
8600000US10032,10032,ZCTA5 10032,20724,483,1574,282,205,123,133,86,297,144,939,189,19150,514,5845,541,3541,535,3363,483,6401,561
8600000US10033,10033,ZCTA5 10033,19586,460,2040,210,59,55,112,84,255,128,1614,172,17546,476,5625,591,2359,335,3149,482,6413,503
8600000US10034,10034,ZCTA5 10034,16135,307,1423,204,30,35,73,47,307,116,1013,163,14712,347,4158,475,2497,380,3174,409,4883,390
8600000US10035,10035,ZCTA5 10035,14172,418,1226,223,34,37,38,39,393,156,761,171,12946,455,3940,396,3030,394,2595,337,3381,412
8600000US10036,10036,ZCTA5 10036,15624,572,1566,306,11,19,22,28,114,83,1419,299,14058,668,985,272,1167,354,2109,364,9797,584
8600000US10037,10037,ZCTA5 10037,9735,429,652,186,61,58,184,139,110,75,297,111,9083,410,1299,260,1956,372,2165,300,3663,350
8600000US10038,10038,ZCTA5 10038,10133,384,2689,284,145,99,195,90,368,134,1981,285,7444,462,1410,230,949,229,957,256,4128,413
8600000US10039,10039,ZCTA5 10039,11153,328,1434,228,32,34,199,112,247,126,956,191,9719,337,2013,337,2751,390,2562,337,2393,336
8600000US10040,10040,ZCTA5 10040,16222,350,1610,232,121,73,39,35,194,96,1256,214,14612,360,4006,415,2029,364,3140,461,5437,428
8600000US10044,10044,ZCTA5 10044,4820,323,942,286,0,18,0,18,0,18,942,286,3878,380,232,200,320,128,446,201,2880,390
8600000US10065,10065,ZCTA5 10065,15878,703,5674,414,57,58,229,113,399,144,4989,445,10204,628,32,43,743,309,1090,295,8339,666
8600000US10069,10069,ZCTA5 10069,2574,424,695,209,0,16,26,30,43,68,626,192,1879,375,18,31,87,69,34,27,1740,373
8600000US10075,10075,ZCTA5 10075,11373,952,4854,617,0,21,228,160,300,176,4326,647,6519,813,263,192,417,228,1048,410,4791,763
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10128,10128,ZCTA5 10128,31644,721,10417,606,84,120,594,245,711,252,9028,640,21227,754,862,339,1375,348,2259,446,16731,850
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10162,10162,ZCTA5 10162,655,277,0,11,0,11,0,11,0,11,0,11,655,277,0,11,0,11,48,77,607,273
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10173,10173,ZCTA5 10173,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10174,10174,ZCTA5 10174,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10177,10177,ZCTA5 10177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10199,10199,ZCTA5 10199,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10271,10271,ZCTA5 10271,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10278,10278,ZCTA5 10278,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10279,10279,ZCTA5 10279,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10280,10280,ZCTA5 10280,4747,242,1378,198,0,16,15,26,77,63,1286,204,3369,229,20,29,121,77,348,154,2880,270
8600000US10282,10282,ZCTA5 10282,2412,191,221,81,0,16,40,51,0,16,181,77,2191,185,8,15,184,130,157,103,1842,209
8600000US10301,10301,ZCTA5 10301,14520,433,6509,345,413,127,1277,180,1465,231,3354,252,8011,422,1349,256,2188,316,2204,339,2270,301
8600000US10302,10302,ZCTA5 10302,6266,261,3512,266,191,71,1111,168,1231,188,979,183,2754,302,709,153,818,195,853,206,374,151
8600000US10303,10303,ZCTA5 10303,8269,282,4916,321,534,132,1254,213,1463,220,1665,217,3353,317,890,205,1044,220,930,207,489,152
8600000US10304,10304,ZCTA5 10304,14521,434,7864,447,735,189,2190,306,1481,268,3458,370,6657,468,1820,393,2362,376,1555,321,920,191
8600000US10305,10305,ZCTA5 10305,14694,421,9729,501,890,183,2597,296,2612,351,3630,376,4965,435,640,198,1545,289,1366,270,1414,285
8600000US10306,10306,ZCTA5 10306,19861,476,13967,490,870,148,4757,387,3555,399,4785,360,5894,539,866,227,2137,311,1752,359,1139,314
8600000US10307,10307,ZCTA5 10307,5156,217,3897,250,148,71,1212,230,1187,224,1350,255,1259,252,182,96,295,127,289,142,493,194
8600000US10308,10308,ZCTA5 10308,10653,363,8827,377,533,182,2836,317,2408,338,3050,330,1826,309,195,108,642,199,526,181,463,170
8600000US10309,10309,ZCTA5 10309,11455,328,9807,388,624,196,2587,311,3015,365,3581,385,1648,308,178,84,447,175,394,165,629,238
8600000US10310,10310,ZCTA5 10310,8218,265,5070,271,366,96,1173,170,1377,186,2154,232,3148,288,599,134,1148,178,772,148,629,122
8600000US10311,10311,ZCTA5 10311,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10312,10312,ZCTA5 10312,21230,348,18223,408,1040,181,5382,404,5577,501,6224,523,3007,350,180,100,1120,260,734,200,973,212
8600000US10314,10314,ZCTA5 10314,31307,478,23107,603,1561,270,6831,527,6232,489,8483,516,8200,564,1049,231,2986,430,2373,360,1792,250
8600000US10451,10451,ZCTA5 10451,18783,409,2505,256,278,98,575,192,645,198,1007,207,16278,455,5308,475,4090,432,4111,417,2769,332
8600000US10452,10452,ZCTA5 10452,25949,331,783,196,179,95,158,96,258,127,188,90,25166,354,8701,576,6154,519,7030,560,3281,438
8600000US10453,10453,ZCTA5 10453,27338,415,1081,230,146,78,180,96,386,124,369,125,26257,457,8646,618,7461,543,6695,455,3455,399
8600000US10454,10454,ZCTA5 10454,13085,285,727,153,232,103,88,54,187,84,220,85,12358,299,5241,424,3371,352,2516,354,1230,239
8600000US10455,10455,ZCTA5 10455,14202,392,1026,179,222,108,255,84,290,92,259,84,13176,432,5486,450,3414,436,3011,340,1265,256
8600000US10456,10456,ZCTA5 10456,30096,528,1842,220,390,120,309,113,658,164,485,108,28254,529,9781,646,7516,564,7489,602,3468,391
8600000US10457,10457,ZCTA5 10457,24245,431,1492,238,208,88,489,141,375,112,420,134,22753,459,8389,519,5554,437,6116,451,2694,309
8600000US10458,10458,ZCTA5 10458,27228,497,1115,249,172,97,208,96,341,118,394,166,26113,513,8215,554,6711,531,7006,540,4181,415
8600000US10459,10459,ZCTA5 10459,16066,283,1645,236,353,118,379,104,498,131,415,117,14421,335,5609,381,3955,362,3371,285,1486,219
8600000US10460,10460,ZCTA5 10460,20359,336,2162,255,529,129,627,148,519,136,487,136,18197,411,7038,571,4097,446,4960,485,2102,322
8600000US10461,10461,ZCTA5 10461,19013,366,6303,439,1061,199,1830,271,1323,198,2089,252,12710,517,2298,346,3395,382,3600,429,3417,362
8600000US10462,10462,ZCTA5 10462,29679,386,6808,432,961,162,1845,294,1776,295,2226,284,22871,559,4423,373,6155,484,6738,524,5555,466
8600000US10463,10463,ZCTA5 10463,28537,500,9140,459,619,183,1224,229,1788,254,5509,414,19397,528,3994,358,3692,408,4778,528,6933,527
8600000US10464,10464,ZCTA5 10464,1936,159,1193,198,7,15,303,155,264,111,619,162,743,177,92,59,74,63,303,157,274,130
8600000US10465,10465,ZCTA5 10465,15685,321,8881,348,1088,180,2335,279,2484,280,2974,274,6804,361,1195,276,1866,329,2326,287,1417,279
8600000US10466,10466,ZCTA5 10466,23312,399,9208,475,1130,229,2584,280,2481,343,3013,348,14104,452,3331,399,4116,423,4076,387,2581,392
8600000US10467,10467,ZCTA5 10467,36335,445,4851,406,1003,185,1123,219,1278,231,1447,242,31484,581,7880,719,8737,715,8243,645,6624,520
8600000US10468,10468,ZCTA5 10468,25557,445,2058,222,213,92,411,132,463,110,971,184,23499,461,7311,573,6577,492,5882,491,3729,393
8600000US10469,10469,ZCTA5 10469,22038,434,11190,539,1805,291,2367,259,3021,365,3997,422,10848,562,2277,363,3175,426,3354,369,2042,308
8600000US10470,10470,ZCTA5 10470,5925,232,2254,210,304,94,644,140,491,109,815,138,3671,229,658,164,957,177,868,152,1188,183
8600000US10471,10471,ZCTA5 10471,8726,371,4371,311,138,61,458,146,775,159,3000,287,4355,361,250,85,617,176,1162,215,2326,317
8600000US10472,10472,ZCTA5 10472,21813,314,3196,311,900,187,806,185,840,172,650,171,18617,445,7159,543,4689,445,4608,443,2161,327
8600000US10473,10473,ZCTA5 10473,20890,303,6068,410,1002,210,1276,252,1984,297,1806,278,14822,446,4192,480,4635,441,3886,431,2109,356
8600000US10474,10474,ZCTA5 10474,3514,148,238,90,73,55,53,39,51,43,61,42,3276,165,1224,143,826,166,820,161,406,133
8600000US10475,10475,ZCTA5 10475,18792,336,7865,771,716,318,1730,593,2577,622,2842,475,10927,823,1816,576,3400,649,3462,666,2249,662
8600000US10501,10501,ZCTA5 10501,403,58,395,59,15,21,55,29,145,54,180,52,8,9,0,11,8,9,0,11,0,11
8600000US10502,10502,ZCTA5 10502,1948,113,1633,126,26,24,124,53,249,79,1234,136,315,86,31,39,52,42,95,66,137,73
8600000US10503,10503,ZCTA5 10503,95,33,95,33,0,11,13,22,13,21,69,27,0,11,0,11,0,11,0,11,0,11
8600000US10504,10504,ZCTA5 10504,2653,129,2463,134,71,67,46,30,271,86,2075,129,190,77,0,16,12,19,4,8,174,71
8600000US10505,10505,ZCTA5 10505,297,76,174,46,0,11,20,22,12,14,142,45,123,61,0,11,80,65,31,36,12,18
8600000US10506,10506,ZCTA5 10506,1997,158,1878,156,35,31,159,73,284,99,1400,148,119,63,8,12,0,16,0,16,111,62
8600000US10507,10507,ZCTA5 10507,2097,182,960,160,64,72,52,49,153,67,691,138,1137,176,379,165,173,108,257,139,328,158
8600000US10509,10509,ZCTA5 10509,6937,338,5247,326,191,95,1056,232,1277,217,2723,239,1690,233,392,90,423,127,527,152,348,119
8600000US10510,10510,ZCTA5 10510,3578,156,2943,147,78,48,159,62,350,89,2356,168,635,130,92,58,181,109,133,71,229,89
8600000US10511,10511,ZCTA5 10511,759,61,584,57,31,21,145,45,188,54,220,56,175,54,9,10,30,15,89,45,47,30
8600000US10512,10512,ZCTA5 10512,9071,347,7323,378,392,124,1653,253,2060,269,3218,301,1748,279,190,125,704,218,442,167,412,140
8600000US10514,10514,ZCTA5 10514,4046,238,3850,252,0,18,54,58,328,119,3468,253,196,100,0,18,0,18,8,12,188,101
8600000US10516,10516,ZCTA5 10516,2160,125,1593,122,19,17,254,66,352,78,968,125,567,98,21,18,63,38,216,74,267,66
8600000US10517,10517,ZCTA5 10517,139,47,116,40,7,9,51,33,3,5,55,27,23,26,0,11,10,16,13,19,0,11
8600000US10518,10518,ZCTA5 10518,425,95,406,100,15,24,15,26,37,41,339,103,19,31,0,11,0,11,19,31,0,11
8600000US10519,10519,ZCTA5 10519,97,69,97,69,0,11,31,48,11,17,55,52,0,11,0,11,0,11,0,11,0,11
8600000US10520,10520,ZCTA5 10520,5260,210,3232,206,70,39,337,80,491,102,2334,179,2028,201,251,108,369,98,684,171,724,159
8600000US10522,10522,ZCTA5 10522,3679,227,2231,246,47,36,294,121,250,90,1640,227,1448,202,151,94,144,76,385,139,768,179
8600000US10523,10523,ZCTA5 10523,2909,177,1516,141,109,45,318,67,419,108,670,121,1393,158,303,113,80,61,359,123,651,130
8600000US10524,10524,ZCTA5 10524,1447,101,1315,88,15,16,243,81,277,74,780,110,132,57,0,11,8,10,15,25,109,54
8600000US10526,10526,ZCTA5 10526,650,96,532,82,10,15,36,26,99,52,387,73,118,72,31,44,0,11,44,48,43,45
8600000US10527,10527,ZCTA5 10527,251,45,251,45,0,11,5,8,63,31,183,48,0,11,0,11,0,11,0,11,0,11
8600000US10528,10528,ZCTA5 10528,4728,232,2739,270,90,48,677,182,605,157,1367,178,1989,261,127,95,328,157,324,134,1210,215
8600000US10530,10530,ZCTA5 10530,5781,228,4608,236,87,45,436,126,829,151,3256,225,1173,197,54,50,129,63,271,101,719,139
8600000US10532,10532,ZCTA5 10532,1672,73,1414,97,87,47,340,102,275,83,712,107,258,68,21,33,84,65,108,60,45,31
8600000US10533,10533,ZCTA5 10533,2549,163,2101,169,29,32,195,123,230,103,1647,192,448,131,0,16,55,42,131,75,262,121
8600000US10535,10535,ZCTA5 10535,216,115,92,59,0,11,15,25,33,37,44,47,124,106,0,11,32,48,0,11,92,90
8600000US10536,10536,ZCTA5 10536,3519,197,3152,190,18,20,333,100,469,129,2332,180,367,112,0,18,57,50,58,34,252,99
8600000US10537,10537,ZCTA5 10537,629,120,559,127,35,41,74,83,179,88,271,102,70,49,0,11,14,24,26,27,30,35
8600000US10538,10538,ZCTA5 10538,5898,264,4665,247,77,52,191,97,397,116,4000,279,1233,219,67,68,121,72,250,132,795,206
8600000US10541,10541,ZCTA5 10541,8901,301,7534,328,297,108,1830,287,2252,309,3155,337,1367,236,241,127,376,149,318,134,432,146
8600000US10543,10543,ZCTA5 10543,7563,357,4318,328,305,125,670,159,681,162,2662,274,3245,293,345,132,475,151,809,210,1616,249
8600000US10545,10545,ZCTA5 10545,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10546,10546,ZCTA5 10546,480,88,428,84,38,36,30,47,43,28,317,72,52,41,0,11,0,11,26,30,26,29
8600000US10547,10547,ZCTA5 10547,2513,227,1901,210,47,52,378,151,609,163,867,187,612,180,92,52,119,100,178,118,223,86
8600000US10548,10548,ZCTA5 10548,1289,114,888,90,44,30,196,78,286,82,362,87,401,110,4,6,158,84,112,61,127,73
8600000US10549,10549,ZCTA5 10549,5829,327,3916,328,244,96,409,150,472,147,2791,250,1913,191,465,166,318,113,475,157,655,183
8600000US10550,10550,ZCTA5 10550,13243,476,3221,248,492,131,1062,217,808,146,859,154,10022,447,2014,264,3270,418,2916,328,1822,295
8600000US10552,10552,ZCTA5 10552,8390,323,4743,320,504,159,868,186,990,179,2381,277,3647,291,290,98,908,221,1116,224,1333,227
8600000US10553,10553,ZCTA5 10553,3362,194,1899,181,243,98,229,105,519,116,908,154,1463,240,233,110,414,133,486,135,330,107
8600000US10560,10560,ZCTA5 10560,1713,127,1416,135,9,14,210,96,201,61,996,126,297,93,12,19,27,30,79,59,179,82
8600000US10562,10562,ZCTA5 10562,10475,428,6119,360,551,155,898,150,1217,180,3453,306,4356,313,1191,287,1226,284,860,212,1079,260
8600000US10566,10566,ZCTA5 10566,9381,430,4537,372,486,181,935,222,1024,230,2092,242,4844,386,1463,270,1491,323,1170,288,720,217
8600000US10567,10567,ZCTA5 10567,6896,226,6120,264,196,88,1113,214,1390,204,3421,295,776,173,52,47,221,105,290,109,213,100
8600000US10570,10570,ZCTA5 10570,4089,237,3415,256,81,51,187,89,605,176,2542,252,674,165,60,84,128,63,194,125,292,115
8600000US10573,10573,ZCTA5 10573,12360,428,6416,398,513,139,1452,239,1068,252,3383,340,5944,381,1812,286,1587,297,1172,230,1373,230
8600000US10576,10576,ZCTA5 10576,1974,186,1723,154,9,16,108,63,250,77,1356,148,251,106,9,15,58,54,56,42,128,84
8600000US10577,10577,ZCTA5 10577,790,98,696,98,6,10,27,24,77,42,586,95,94,56,26,40,13,21,7,11,48,39
8600000US10578,10578,ZCTA5 10578,276,62,213,65,0,11,7,11,89,53,117,52,63,43,0,11,0,11,23,36,40,42
8600000US10579,10579,ZCTA5 10579,3114,189,2880,205,170,83,552,158,706,148,1452,213,234,122,0,16,130,103,63,62,41,35
8600000US10580,10580,ZCTA5 10580,5954,212,4633,228,77,44,360,123,564,134,3632,242,1321,165,99,72,207,72,192,91,823,160
8600000US10583,10583,ZCTA5 10583,13677,340,11857,327,163,71,705,167,1122,169,9867,293,1820,192,138,75,238,91,349,113,1095,153
8600000US10588,10588,ZCTA5 10588,1078,196,833,171,66,84,187,81,322,168,258,135,245,118,21,35,120,102,12,19,92,96
8600000US10589,10589,ZCTA5 10589,3814,158,3450,175,54,46,428,149,723,158,2245,236,364,118,0,16,60,51,73,55,231,100
8600000US10590,10590,ZCTA5 10590,2594,180,2415,191,36,33,231,97,463,127,1685,195,179,90,15,24,22,35,36,32,106,71
8600000US10591,10591,ZCTA5 10591,8906,370,4521,330,255,126,627,205,759,212,2880,278,4385,355,928,223,1053,247,786,195,1618,254
8600000US10594,10594,ZCTA5 10594,1572,120,1305,115,126,70,212,83,320,86,647,128,267,111,0,16,41,50,63,49,163,93
8600000US10595,10595,ZCTA5 10595,2289,109,1646,132,68,37,416,97,292,71,870,115,643,122,5,8,149,69,165,92,324,77
8600000US10596,10596,ZCTA5 10596,486,89,281,78,9,14,94,51,111,56,67,47,205,82,33,39,53,52,69,59,50,45
8600000US10597,10597,ZCTA5 10597,353,91,353,91,0,11,0,11,0,11,353,91,0,11,0,11,0,11,0,11,0,11
8600000US10598,10598,ZCTA5 10598,10533,320,9206,282,303,103,1607,233,2035,288,5261,346,1327,243,58,50,336,118,399,171,534,145
8600000US10601,10601,ZCTA5 10601,5363,315,1756,190,64,46,140,68,262,105,1290,176,3607,299,490,143,516,157,785,191,1816,236
8600000US10603,10603,ZCTA5 10603,6881,286,4315,265,166,81,494,142,944,224,2711,320,2566,261,280,110,591,187,677,192,1018,179
8600000US10604,10604,ZCTA5 10604,3808,188,2093,235,92,55,536,134,363,135,1102,198,1715,229,260,113,395,159,384,157,676,183
8600000US10605,10605,ZCTA5 10605,6826,309,5205,294,204,85,671,163,776,164,3554,291,1621,259,235,126,327,120,263,118,796,186
8600000US10606,10606,ZCTA5 10606,5529,261,2341,210,191,90,303,131,504,118,1343,191,3188,249,879,184,509,111,653,153,1147,190
8600000US10607,10607,ZCTA5 10607,2242,211,1826,173,121,47,274,96,337,102,1094,151,416,153,82,63,140,120,29,46,165,69
8600000US10701,10701,ZCTA5 10701,22181,536,6913,445,797,193,1689,218,1399,209,3028,325,15268,653,3771,387,4328,443,3783,478,3386,356
8600000US10703,10703,ZCTA5 10703,7263,268,3886,257,281,111,906,195,1122,201,1577,242,3377,305,916,219,1049,208,837,198,575,160
8600000US10704,10704,ZCTA5 10704,12451,306,6987,373,686,137,1710,210,2071,256,2520,281,5464,383,622,175,1482,268,1748,229,1612,266
8600000US10705,10705,ZCTA5 10705,13941,348,4279,332,340,127,825,190,1051,221,2063,241,9662,400,2818,417,2529,412,2809,371,1506,289
8600000US10706,10706,ZCTA5 10706,3301,154,2538,156,31,23,221,89,271,73,2015,173,763,110,32,44,151,78,163,66,417,94
8600000US10707,10707,ZCTA5 10707,4005,228,2474,241,58,60,342,113,567,171,1507,188,1531,215,107,72,228,117,559,169,637,173
8600000US10708,10708,ZCTA5 10708,9075,226,7023,287,268,107,736,165,1276,212,4743,243,2052,240,134,84,342,102,463,138,1113,205
8600000US10709,10709,ZCTA5 10709,3666,174,2864,185,167,74,376,113,681,179,1640,202,802,129,82,70,153,77,277,105,290,79
8600000US10710,10710,ZCTA5 10710,10300,354,6922,344,484,128,1531,279,1630,203,3277,304,3378,302,386,96,798,185,850,165,1344,193
8600000US10801,10801,ZCTA5 10801,14420,409,5622,353,618,146,1169,211,1219,223,2616,286,8798,433,2546,367,1968,309,1866,315,2418,327
8600000US10803,10803,ZCTA5 10803,4020,135,3098,154,91,53,492,128,244,78,2271,159,922,146,86,61,177,82,141,63,518,111
8600000US10804,10804,ZCTA5 10804,4975,197,4785,224,62,44,321,125,426,120,3976,246,190,74,29,45,20,25,0,18,141,76
8600000US10805,10805,ZCTA5 10805,7773,287,2840,283,253,99,563,182,673,192,1351,206,4933,313,776,190,1039,233,1484,301,1634,298
8600000US10901,10901,ZCTA5 10901,8672,318,6439,298,203,98,960,191,1618,271,3658,326,2233,244,258,99,769,191,646,172,560,168
8600000US10910,10910,ZCTA5 10910,25,39,0,11,0,11,0,11,0,11,0,11,25,39,0,11,0,11,0,11,25,39
8600000US10911,10911,ZCTA5 10911,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10913,10913,ZCTA5 10913,1605,95,1578,99,66,39,310,88,271,70,931,113,27,22,6,8,10,17,5,7,6,10
8600000US10914,10914,ZCTA5 10914,131,72,131,72,0,11,56,55,57,41,18,32,0,11,0,11,0,11,0,11,0,11
8600000US10915,10915,ZCTA5 10915,30,48,30,48,0,11,0,11,30,48,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10916,10916,ZCTA5 10916,1257,132,1172,129,16,17,271,72,390,99,495,113,85,53,0,11,39,32,46,44,0,11
8600000US10917,10917,ZCTA5 10917,583,106,457,96,27,42,146,63,96,59,188,61,126,75,0,11,64,56,31,44,31,35
8600000US10918,10918,ZCTA5 10918,3930,292,3243,303,78,47,710,199,1129,241,1326,248,687,172,52,40,155,102,323,129,157,90
8600000US10919,10919,ZCTA5 10919,455,112,438,114,95,74,80,69,166,84,97,49,17,20,11,16,0,11,0,11,6,13
8600000US10920,10920,ZCTA5 10920,2967,152,2429,137,195,96,385,107,766,127,1083,157,538,145,100,57,144,90,152,81,142,78
8600000US10921,10921,ZCTA5 10921,1356,118,1059,124,49,27,299,74,392,78,319,80,297,88,22,35,90,59,115,64,70,36
8600000US10922,10922,ZCTA5 10922,592,95,429,81,0,11,100,54,137,57,192,65,163,59,33,54,21,34,49,33,60,43
8600000US10923,10923,ZCTA5 10923,2645,212,1649,184,115,69,395,122,563,150,576,125,996,175,285,91,194,104,355,112,162,84
8600000US10924,10924,ZCTA5 10924,4412,217,3065,214,63,38,644,124,998,171,1360,190,1347,180,101,46,398,111,406,116,442,121
8600000US10925,10925,ZCTA5 10925,1676,259,1249,212,127,105,247,139,562,187,313,150,427,159,47,59,150,97,130,101,100,81
8600000US10926,10926,ZCTA5 10926,1267,127,655,94,15,16,109,55,250,74,281,84,612,109,50,39,154,64,203,76,205,72
8600000US10927,10927,ZCTA5 10927,3683,241,1481,172,77,50,374,123,540,143,490,117,2202,198,887,134,495,120,519,153,301,105
8600000US10928,10928,ZCTA5 10928,1848,123,889,93,32,33,205,62,303,94,349,79,959,145,34,53,222,95,309,120,394,124
8600000US10930,10930,ZCTA5 10930,2759,171,2541,161,18,22,225,122,890,192,1408,204,218,113,0,16,51,48,10,15,157,100
8600000US10931,10931,ZCTA5 10931,325,44,227,43,15,15,50,18,93,24,69,26,98,33,26,17,28,18,32,19,12,11
8600000US10932,10932,ZCTA5 10932,35,28,35,28,0,11,35,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US10933,10933,ZCTA5 10933,215,70,204,72,8,13,11,17,152,79,33,34,11,17,0,11,0,11,11,17,0,11
8600000US10940,10940,ZCTA5 10940,18037,544,10857,468,595,151,2944,276,3982,441,3336,310,7180,450,1366,271,2216,324,2538,356,1060,260
8600000US10941,10941,ZCTA5 10941,4820,277,3171,223,201,89,927,185,1205,184,838,134,1649,218,146,94,431,135,735,159,337,107
8600000US10950,10950,ZCTA5 10950,12814,357,8287,353,648,181,1978,210,2616,303,3045,326,4527,293,1223,182,1427,220,1122,197,755,177
8600000US10952,10952,ZCTA5 10952,9119,327,4358,300,358,123,890,177,1069,184,2041,230,4761,335,1163,198,1733,254,1218,224,647,147
8600000US10953,10953,ZCTA5 10953,65,56,65,56,0,11,0,11,31,37,34,43,0,11,0,11,0,11,0,11,0,11
8600000US10954,10954,ZCTA5 10954,8403,286,6250,315,290,103,1028,195,1552,216,3380,332,2153,261,251,115,526,168,507,154,869,231
8600000US10956,10956,ZCTA5 10956,10251,254,9155,255,186,63,1031,195,1712,217,6226,296,1096,163,121,70,257,100,277,90,441,124
8600000US10958,10958,ZCTA5 10958,958,129,820,127,16,15,175,59,242,82,387,103,138,57,42,35,45,37,27,32,24,18
8600000US10960,10960,ZCTA5 10960,6286,309,3101,257,119,59,345,113,679,147,1958,227,3185,309,356,157,491,172,886,232,1452,233
8600000US10962,10962,ZCTA5 10962,1856,166,1557,175,21,17,319,126,344,86,873,144,299,102,18,23,85,48,85,71,111,80
